feature,DOM,Unfil,MeanDecreaseAccuracy,MeanDecreaseGini
X6091,0,0,0,3.799999999999997e-5
X6092,7.301587301587301e-6,6.857142857142857e-6,7.047619047619047e-6,1.8521428571428573e-4
X6094,0,0,0,0
X6096,0,4e-6,1.8181818181818183e-6,3.799999999999997e-5
X6098,0,0,0,0
X6099,0,0,0,0
X6101,0,0,0,0
X6102,0,0,0,0
X6103,0,-2e-6,-1.25e-6,3.7777777777777785e-5
X6104,2.222222222222222e-6,0,1.25e-6,3.81818181818182e-5
X6106,0,0,0,0
X6107,0,0,0,0
X6108,8.571428571428571e-6,2.5e-6,5.333333333333334e-6,8.364615384615385e-4
X6109,0,0,0,0
X6111,0,0,0,0
X6113,0,0,0,0
X6114,0,0,0,3.61e-4
X6116,8e-6,0,3.3333333333333333e-6,3.7894736842105276e-5
X6117,0,0,0,0
X6118,-2.857142857142857e-6,5e-6,1.3333333333333334e-6,3.80952380952381e-5
X6119,0,0,0,0
X6120,0,0,0,0
X6121,0,0,0,0
X6122,0,6.666666666666667e-6,4.2857142857142855e-6,1.1026086956521744e-4
X6123,1.5555555555555555e-5,2.2666666666666668e-5,1.950915750915751e-5,0.0024770676328502417
X6125,0,0,0,0
X6128,0,0,0,0
X6129,0,0,0,0
X6130,2.5e-6,0,1.25e-6,3.81818181818182e-5
X6132,5.4075752025752e-4,6.158023088023087e-4,5.499973154640336e-4,0.03313772053436759
X6133,0,0,0,3.764705882352942e-5
X6134,0,0,0,0
X6135,0,0,0,3.8333333333333355e-5
X6139,-5e-6,-5.714285714285714e-6,-5.333333333333334e-6,4e-4
X6140,0,0,0,0
X6141,2.1047619047619044e-5,2.4444444444444445e-5,2.2532051282051282e-5,0.0026277815126050422
X6142,0,0,0,0
X6144,0,0,0,0
X6145,0,0,0,0
X6146,0,0,0,0
X6148,0,0,0,0
X6149,0,0,0,0
X6150,1.2e-5,1.0833333333333332e-5,1.0769230769230771e-5,1.1064182194616983e-4
X6154,5.833333333333332e-6,0,3.076923076923077e-6,7.587301587301588e-5
X6155,0,0,0,0
X6156,0,0,0,0
X6158,6.666666666666667e-6,2.857142857142857e-6,4.615384615384615e-6,3.799999999999997e-5
X6159,0,0,0,0
X6162,0,0,0,7.157894736842107e-5
X6163,0,0,0,0
X6164,2.222222222222222e-6,1.1515151515151512e-6,1.5555555555555556e-6,0.001145
X6165,0,0,0,0
X6168,0,0,0,0
X6169,0,0,0,0
X6170,0,0,0,0
X6171,0,0,0,0
X6172,2.5e-6,0,1.6666666666666667e-6,3.75e-5
X6174,0,0,0,0
X6175,5.151515151515151e-6,8e-6,7.788461538461538e-6,7.839682539682539e-4
X6176,0,0,0,0
X6177,0,0,0,0
X6178,9.182539682539682e-5,7.459523809523809e-5,8.014533505709977e-5,0.006233619047619047
X6181,5.8341269841269835e-5,7.124603174603174e-5,6.254163483575247e-5,0.003923260869565217
X6182,0,0,0,0
X6186,0,0,0,0
X6189,0,2.222222222222222e-6,1.3333333333333334e-6,3.799999999999997e-5
X6191,0,0,0,0
X6193,0,0,0,0
X6195,0,0,0,7.157894736842107e-5
X6196,0,0,0,0
X6197,0,0,0,7.651515151515156e-5
X6201,3.2945454545454543e-4,3.0286935286935287e-4,3.0758107088989456e-4,0.019187806485911747
X6206,0,0,0,0
X6207,0,0,0,0
X6208,0,0,0,0
X6210,0,0,0,0
X6211,0,0,0,0
X6212,0,0,0,0
X6213,0,0,0,0
X6214,0,0,0,3.846153846153847e-5
X6215,0,0,0,0
X6217,0,0,0,0
X6220,0,0,0,0
X6224,0,0,0,0
X6225,0,0,0,7.384615384615387e-5
X6226,1.8181818181818183e-6,0,1.176470588235294e-6,3.7894736842105276e-5
X6227,0,0,0,0
X6229,0,0,0,0
X6232,0,0,0,0
X6235,0,0,0,3.80952380952381e-5
X6237,0,0,0,0
X6238,0,0,0,0
X6241,0,0,0,0
X6244,1e-5,0,4.444444444444444e-6,7.272727272727273e-5
X6245,0,0,0,0
X6247,1.2444444444444445e-5,-3.57142857142857e-7,5.196078431372549e-6,1.4790792838874687e-4
X6248,3.105860805860806e-5,3.978787878787879e-5,3.2451159951159954e-5,0.003045675766957501
X6249,2.222222222222222e-6,0,1.3333333333333334e-6,3.764705882352942e-5
X6250,0,5.777777777777777e-6,2.752100840336135e-6,1.1426086956521737e-4
X6251,0,0,0,0
X6252,0,0,0,0
X6253,0,0,0,0
X6254,2.857142857142857e-6,5e-6,4.395604395604395e-6,1.1137777777777779e-4
X6255,0,0,0,0
X6256,0,0,0,0
X6257,0,0,0,0
X6259,0,0,0,0
X6260,-3.1818181818181817e-6,-2.222222222222222e-6,-1.900452488687783e-6,7.527777777777779e-5
X6261,0,5.714285714285714e-6,2.5e-6,3.826086956521742e-5
X6262,0,0,0,0
X6263,1.2e-5,1.1111111111111112e-5,1.1165966386554622e-5,1.1385610766045552e-4
X6264,0,0,0,0
X6265,0,0,0,0
X6269,0,0,0,0
X6270,6.959884559884559e-5,8.880158730158732e-5,7.71254072724661e-5,0.006459501728243406
X6271,0,0,0,0
X6272,4e-6,0,2e-6,7.272727272727273e-5
X6273,4.444444444444444e-6,3.3333333333333333e-6,4e-6,7.200000000000003e-5
X6274,0,0,0,0
X6275,0,0,0,0
X6276,0,0,0,0
X6277,0,0,0,0
X6278,0,0,0,0
X6279,2e-6,3.3333333333333333e-6,2.5e-6,4.2889473684210527e-4
X6280,0,0,0,0
X6281,3.266666666666666e-5,1.1928571428571428e-5,1.9164835164835165e-5,9.592807017543859e-4
X6284,0,0,0,0
X6285,2.5e-6,2e-6,2.222222222222222e-6,3.9990476190476185e-4
X6286,0,0,0,0
X6287,0,5.714285714285714e-6,3.076923076923077e-6,7.272727272727273e-5
X6289,0,0,0,0
X6292,0,0,0,0
X6293,0,0,0,3.80952380952381e-5
X6295,0,0,0,0
X6296,0,0,0,0
X6297,0,0,0,0
X6299,0,0,0,0
X6303,2.857142857142857e-6,0,1.6666666666666667e-6,3.799999999999997e-5
X6304,0,0,0,0
X6305,0,0,0,0
X6308,0,1.8181818181818183e-6,1.111111111111111e-6,3.7894736842105276e-5
X6312,0.001153704850704851,0.001137994227994228,0.0010831963195902814,0.05676983686488953
X6313,0,0,0,0
X6315,0.002005071428571428,0.0020366796536796542,0.001922968366858461,0.08779800000000003
X6316,0,0,0,0
X6319,5.015981240981239e-4,4.6306854256854236e-4,4.618545245604067e-4,0.02583600962195698
X6320,0,0,0,0
X6322,0,0,0,3.8333333333333355e-5
X6325,0,0,0,3.7777777777777785e-5
X6328,0,0,0,0
X6330,-2.857142857142857e-6,0,-1.6666666666666667e-6,3.7894736842105276e-5
X6331,2.55e-5,1.0303030303030302e-5,1.5714285714285715e-5,0.00073964705882352945
X6332,0,0,0,0
X6333,0,0,0,3.81818181818182e-5
X6334,0,0,0,3.799999999999997e-5
X6335,0,0,0,0
X6336,0,0,0,0
X6337,0,0,0,0
X6338,0,0,0,0
X6339,2.222222222222222e-6,0,1.176470588235294e-6,6.792857142857142e-4
X6340,0,2.857142857142857e-6,1.3333333333333334e-6,3.81818181818182e-5
X6341,0,0,0,0
X6345,0,0,0,0
X6346,2.857142857142857e-6,0,1.4285714285714284e-6,3.81818181818182e-5
X6348,0,0,0,0
X6350,0,0,0,0
X6351,0,0,0,0
X6354,0,0,0,0
X6355,0,0,0,0
X6356,0.0024479747474747474,0.0024773701298701277,0.002360281536660795,0.09730909523809525
X6357,9.3495670995671e-5,1.0556493506493505e-4,9.836019862490451e-5,0.006917356725146199
X6359,0,0,0,0
X6360,0.0026980959595959593,0.002574425851925851,0.0025248735808395257,0.10449314285714285
X6361,2.712279942279943e-4,2.7654978354978355e-4,2.6289215755005235e-4,0.01587524112554112
X6364,0,0,0,0
X6368,0,0,0,0
X6369,0,0,0,0
X6371,0,0,0,0
X6374,5.714285714285714e-6,0,2.857142857142857e-6,3.7894736842105276e-5
X6376,0,0,0,0
X6378,4.007936507936508e-5,2.012121212121212e-5,2.649588715378189e-5,0.0017807171717171715
X6381,0,0,0,0
X6383,0.002262782439782439,0.00232779292929293,0.0021744165844475452,0.08769096881091613
X6384,1.0372510822510824e-4,1.4410533910533908e-4,1.172672376642965e-4,0.007458820714888825
X6385,0,0,0,3.81818181818182e-5
X6386,1.8181818181818183e-6,2.857142857142857e-6,2.222222222222222e-6,3.8620689655172386e-5
X6387,0.0022774740259740266,0.002211768398268398,0.002146304397185202,0.09429900000000001
X6388,0.002299299422799422,0.00225251443001443,0.0021663198054095905,0.09333764705882353
X6389,0,0,0,0
X6390,0,0,0,0
X6391,0,0,0,0
X6392,0,0,0,0
X6393,0.0012345324675324672,0.0012068334998334997,0.0011733226957081435,0.05664078530832624
X6394,0,0,0,0
X6395,5.714285714285714e-6,0,3.076923076923077e-6,7.61904761904762e-5
X6398,0,0,0,0
X6399,0,0,0,0
X6400,0,0,0,0
X6401,3.938492063492063e-4,3.614004329004329e-4,3.6202556817107896e-4,0.018851179365079358
X6403,0,0,0,0
X6405,2.5e-6,3.3333333333333333e-6,2.857142857142857e-6,3.81818181818182e-5
X6406,0,0,0,0
X6407,5e-6,2.857142857142857e-6,4e-6,3.7894736842105276e-5
X6408,8e-6,0,3.6363636363636366e-6,3.80952380952381e-5
X6409,0,0,0,0
X6410,0,0,0,0
X6412,5e-6,2.5e-6,3.75e-6,7.23809523809524e-5
X6414,0,0,0,0
X6415,0,0,0,0
X6416,0,0,0,0
X6418,-2e-6,5.714285714285714e-6,1.176470588235294e-6,7.635627530364375e-5
X6419,1.5800937950937954e-4,1.1350360750360749e-4,1.2836949651655536e-4,0.009035727272727273
X6421,0,0,0,0
X6422,0,0,0,0
X6424,2.5e-6,0,1.4285714285714284e-6,3.826086956521742e-5
X6425,0,0,0,0
X6426,8.214285714285714e-6,0,4.2857142857142855e-6,1.105627705627706e-4
X6427,5e-6,0,3.076923076923077e-6,3.799999999999997e-5
X6428,0,0,0,0
X6429,0,0,0,0
X6430,0,0,0,3.799999999999997e-5
X6432,0,-2.5e-6,-1.4285714285714284e-6,3.80952380952381e-5
X6435,4.444444444444444e-6,0,2.857142857142857e-6,3.7894736842105276e-5
X6436,2e-6,0,1.25e-6,3.799999999999997e-5
X6438,0,0,0,0
X6439,0,0,0,0
X6440,0,4.444444444444444e-6,2.222222222222222e-6,3.7777777777777785e-5
X6441,0,4e-6,1.25e-6,3.8620689655172386e-5
X6443,0,0,0,0
X6444,0,0,0,0
X6446,4e-6,0,1.3333333333333334e-6,3.375e-4
X6448,0,0,0,0
X6450,0,0,0,0
X6451,0,0,0,0
X6453,0,0,0,3.840000000000003e-5
X6455,0,0,0,3.75e-5
X6456,0,0,0,0
X6459,4e-6,0,3.3333333333333333e-6,3.7894736842105276e-5
X6461,0,0,0,0
X6463,0,0,0,0
X6465,0,0,0,0
X6467,4e-6,1.6666666666666667e-6,2.352941176470588e-6,3.506103896103896e-4
X6471,2.5e-6,0,1.5384615384615385e-6,3.75e-5
X6472,0,0,0,0
X6473,1.1000000000000001e-5,5.6818181818181815e-6,7.5e-6,4.477272727272727e-4
X6476,0,0,0,0
X6477,0,0,0,0
X6479,0,0,0,0
X6481,0,0,0,0
X6482,0,0,0,0
X6483,0,0,0,0
X6484,0,0,0,0
X6485,0,0,0,0
X6486,0,0,0,0
X6487,4.444444444444444e-6,0,2.857142857142857e-6,3.7894736842105276e-5
X6489,2.5e-6,0,1.5384615384615385e-6,3.7777777777777785e-5
X6490,0,0,0,0
X6493,0,0,0,0
X6494,0,0,0,0
X6495,0,0,0,0
X6496,1.8222222222222224e-5,1.5357142857142855e-5,1.689635854341737e-5,0.0019023274853801168
X6497,0,0,0,0
X6498,0,2.5e-6,1.4285714285714284e-6,3.799999999999997e-5
X6499,-2.857142857142857e-6,9.722222222222223e-6,4e-6,1.1419047619047617e-4
X6500,0,0,0,0
X6502,0,0,0,0
X6503,0,0,0,0
X6504,0,0,0,0
X6505,0,0,0,0
X6506,0,0,0,0
X6507,0,0,0,0
X6509,0,0,0,0
X6510,0,0,0,0
X6511,0,2.5e-6,1.4285714285714284e-6,3.80952380952381e-5
X6512,2.4738095238095238e-5,1.5436507936507934e-5,1.9567226890756303e-5,0.0014966363636363638
X6513,0,0,0,0
X6515,0,0,0,0
X6518,0,0,0,0
X6519,0,0,0,0
X6520,0,0,0,0
X6521,2.682878787878788e-4,2.7236813186813186e-4,2.606049275801598e-4,0.014886201961721144
X6522,0,0,0,0
X6523,0,0,0,0
X6527,8e-6,0,3.3333333333333333e-6,3.7894736842105276e-5
X6530,0,0,0,0
X6531,2.857142857142857e-6,3.3333333333333333e-6,3.076923076923077e-6,3.799999999999997e-5
X6533,0,0,0,0
X6535,3.3333333333333333e-6,3.3333333333333333e-6,3.3333333333333333e-6,3.7777777777777785e-5
X6537,2.857142857142857e-6,2.857142857142857e-6,2.857142857142857e-6,3.799999999999997e-5
X6538,0,0,0,0
X6540,0,0,0,0
X6541,7.668398268398267e-5,4.918542568542568e-5,5.9677296903303095e-5,0.00525703600899482
X6543,0,0,0,0
X6545,0,0,0,0
X6548,0,0,0,0
X6557,0,0,0,0
X6560,0,0,0,0
X6562,0,0,0,0
X6565,0,0,0,0
X6566,0,0,0,0
X6567,0,0,0,0
X6570,0,4.444444444444444e-6,2.666666666666667e-6,3.7894736842105276e-5
X6571,0,0,0,0
X6572,0,0,0,0
X6573,0,0,0,0
X6574,5e-6,0,2.5e-6,1.0560000000000002e-4
X6579,0,0,0,0
X6580,0,0,0,0
X6582,2.222222222222222e-6,9.523809523809523e-6,6.5000000000000004e-6,1.1395959595959596e-4
X6586,0,0,0,0
X6587,6.666666666666667e-6,0,3.5294117647058825e-6,3.826086956521742e-5
X6591,0,0,0,3.764705882352942e-5
X6594,0,0,0,0
X6595,2.2168470418470424e-4,2.8030952380952377e-4,2.3894098368092178e-4,0.01360178571428571
X6598,0,0,0,0
X6601,2.857142857142857e-6,0,1.4285714285714284e-6,3.799999999999997e-5
X6604,0,0,0,0
X6605,0,0,0,3.7777777777777785e-5
X6607,0,0,0,0
X6609,0,0,0,0
X6611,0.002259347763347763,0.0021236394161394164,0.0020937979801416338,0.0905676
X6613,1.3722222222222222e-5,1.019047619047619e-5,1.2215578539107952e-5,0.0015637222222222224
X6614,0,2.222222222222222e-6,1.3333333333333334e-6,3.7894736842105276e-5
X6615,0,0,0,0
X6616,0,0,0,0
X6622,2.857142857142857e-6,2.5e-6,2.666666666666667e-6,3.80952380952381e-5
X6624,1.1388888888888888e-5,1.5357142857142855e-5,1.3745098039215687e-5,0.0012243333333333333
X6630,2.857142857142857e-6,6.493506493506494e-6,4.9624060150375935e-6,7.574229691876752e-5
X6636,1.6666666666666667e-6,5e-6,2.5e-6,3.3600000000000004e-4
X6644,0,0,0,0
X6651,-2.5e-6,0,-1.6666666666666667e-6,3.7777777777777785e-5
X6652,0,0,0,0
X6655,0,0,0,0
X6656,0,0,0,0
X6661,0,2.857142857142857e-6,1.25e-6,7.272727272727273e-5
X6663,0,0,0,0
X6667,0,0,0,0
X6675,0,0,0,0
X6680,0,0,0,0
X6682,0,0,0,0
X6685,0,0,0,0
X6686,0,0,0,7.23809523809524e-5
X6687,0,0,0,0
X6689,0,0,0,3.8333333333333355e-5
X6695,0,0,0,0
X6696,6.666666666666667e-6,7.333333333333334e-6,6.666666666666667e-6,1.0947368421052633e-4
X6697,0,0,0,0
X6698,0,0,0,0
X6699,2.857142857142857e-6,0,1.4285714285714284e-6,3.8333333333333355e-5
X6700,1.2571428571428572e-5,9.523809523809523e-6,1.0714285714285714e-5,4.126470588235294e-4
X6703,0,0,0,0
X6706,2.222222222222222e-6,0,1.176470588235294e-6,3.799999999999997e-5
X6707,0,0,0,0
X6708,4.1285714285714284e-5,2.283549783549784e-5,2.8194042799305957e-5,0.002693904761904762
X6710,0,0,0,0
X6712,0,1e-5,4e-6,3.826086956521742e-5
X6713,5.714285714285714e-6,6.666666666666667e-6,6.25e-6,3.80952380952381e-5
X6714,0,0,0,0
X6715,0,0,0,0
X6716,1.1071428571428572e-5,6.666666666666667e-6,8.75e-6,4.3012008281573494e-4
X6718,0,0,0,0
X6719,0,0,0,0
X6720,0,0,0,3.80952380952381e-5
X6721,0,0,0,0
X6723,0,0,0,0
X6726,0,0,0,0
X6727,0,2.857142857142857e-6,1.5384615384615385e-6,7.272727272727273e-5
X6728,2.222222222222222e-6,2.5e-6,2.352941176470588e-6,3.80952380952381e-5
X6729,1.5e-5,0,4.615384615384615e-6,3.80952380952381e-5
X6730,0,0,0,0
X6731,0,0,0,7.63636363636364e-5
X6732,3.2502164502164496e-5,5.8166666666666667e-5,4.195447689565337e-5,0.0026326666666666664
X6734,4.5e-6,5.079365079365079e-6,4.705882352941176e-6,6.882727272727271e-4
X6738,0,0,0,0
X6739,0,0,0,3.81818181818182e-5
X6741,0,0,0,0
X6742,1.4926190476190473e-4,1.113888888888889e-4,1.2220094121564708e-4,0.008410491281097417
X6743,5e-6,0,2.5e-6,3.80952380952381e-5
X6746,3.3333333333333333e-6,0,1.3333333333333334e-6,3.8333333333333355e-5
X6747,7.5e-6,0,4.2857142857142855e-6,3.7777777777777785e-5
X6751,0,0,0,0
X6753,3.3333333333333333e-6,0,1.8181818181818183e-6,7.574229691876752e-5
X6756,0,0,0,0
X6759,5e-6,0,3.076923076923077e-6,3.799999999999997e-5
X6761,0,0,0,0
X6763,5.555555555555556e-6,1.0222222222222221e-5,6.952380952380952e-6,1.1133333333333333e-4
X6765,0,0,0,0
X6767,0,0,0,0
X6769,0,0,0,0
X6771,3.0547619047619044e-5,4.166666666666666e-5,3.528571428571429e-5,0.0019222226720647774
X6773,7.586507936507935e-5,5.82005772005772e-5,6.495982603567743e-5,0.0050360000000000005
X6774,0,0,0,0
X6775,0,2e-6,1.25e-6,3.7894736842105276e-5
X6778,0.0023680757575757568,0.002351136363636363,0.002265615123782308,0.09178839999999998
X6780,5e-6,0,2.5e-6,7.304347826086953e-5
X6783,0,0,0,0
X6784,0,0,0,7.11111111111111e-5
X6789,0,0,0,0
X6791,0,0,0,0
X6793,0,0,0,0
X6794,0.0027292784992784982,0.0026375526695526707,0.0025635763098270856,0.10585964705882349
X6795,0,0,0,0
X6796,0,0,0,0
X6797,4.03023088023088e-5,4.3319624819624814e-5,4.0772642390289456e-5,0.0030023650793650795
X6799,0,0,0,0
X6800,0,0,0,0
X6801,2.2553246753246754e-4,2.1874747474747477e-4,2.1685954705768942e-4,0.013433692982456134
X6802,1.1269047619047618e-4,9.897763347763347e-5,1.0385823490235255e-4,0.007937203182722365
X6807,2.222222222222222e-6,2e-6,2.1052631578947366e-6,3.91e-4
X6811,0,0,0,0
X6812,0,0,0,0
X6816,0,0,0,0
X6819,0,0,0,3.799999999999997e-5
X6820,0,0,0,0
X6821,0,0,0,0
X6823,0,0,0,0
X6826,0,0,0,0
X6827,0,0,0,0
X6829,0,0,0,0
X6830,0,0,0,0
X6839,4e-6,0,2.666666666666667e-6,1.0836601307189543e-4
X6841,0,0,0,0
X6842,0,0,0,0
X6853,7.5e-6,4.444444444444444e-6,5.347593582887701e-6,7.64e-5
X6854,2.5e-6,0,1.4285714285714284e-6,1.4400000000000006e-4
X6856,0,0,0,0
X6862,0,0,0,0
X6863,0,0,0,0
X6866,0,0,0,0
X6867,0.0023755620490620495,0.0022985699855699866,0.002238679485633047,0.1011120000000001
X6873,0,0,0,0
X6878,1.0265873015873015e-4,8.351587301587302e-5,8.707889822595706e-5,0.006172714285714286
X6879,0,0,0,3.799999999999997e-5
X6880,7.5e-6,-2e-6,2.222222222222222e-6,3.8333333333333355e-5
X6882,0,0,0,0
X6887,0,0,0,0
X6890,4e-6,4e-6,4e-6,3.7894736842105276e-5
X6891,0,0,0,0
X6892,0,0,0,0
X6893,4.444444444444444e-6,0,2.5e-6,8.25e-4
X6897,0,0,0,0
X6901,7.2004329004329e-5,1.1972294372294371e-4,9.030906090813211e-5,0.006024333333333334
X6903,1.2222222222222222e-5,3.3333333333333333e-6,8.571428571428573e-6,7.567251461988306e-5
X6915,1.1428571428571427e-5,5.714285714285714e-6,8.571428571428571e-6,3.80952380952381e-5
X6916,0,0,0,0
X6920,0,0,0,0
X6923,1.3333333333333333e-5,1.3333333333333333e-5,1.3333333333333333e-5,1.4545454545454546e-4
X6926,3.2834126984126983e-4,3.6271861471861476e-4,3.3448877335255043e-4,0.019428599033063373
X6927,0,0,0,0
X6930,0,0,0,0
X6931,0,0,0,0
X6932,0,0,0,0
X6933,0,0,0,0
X6934,0,0,0,0
X6936,4.444444444444444e-6,4e-6,4.2857142857142855e-6,7.157894736842107e-5
X6937,0,0,0,0
X6938,1.538888888888889e-5,2.6976190476190478e-5,2.142124542124542e-5,0.0019223915885194657
X6939,0,0,0,0
X6940,0,0,0,0
X6941,0,0,0,3.799999999999997e-5
X6942,-2.5e-6,0,-1.4285714285714284e-6,3.826086956521742e-5
X6943,0,0,0,0
X6945,0,0,0,0
X6946,5e-6,0,1.6666666666666667e-6,3.8333333333333355e-5
X6947,7.086796536796536e-5,6.850793650793651e-5,6.619450484156366e-5,0.005531661616161616
X6949,2.009444444444444e-4,1.866031746031746e-4,1.8841015357191828e-4,0.01024890476190476
X6950,1.3203968253968254e-4,9.42113997113997e-5,1.0748960911809209e-4,0.006868461906514539
X6951,0,0,0,0
X6952,4e-6,6.666666666666667e-6,5e-6,3.9600000000000003e-4
X6953,0,1.6666666666666664e-5,6.386554621848739e-6,3.1485057471264367e-4
X6954,0,2.857142857142857e-6,1.6666666666666667e-6,7.577777777777776e-5
X6955,0.002514259740259739,0.002706640692640691,0.0024975740296854865,0.098947
X6956,0.0014488607503607503,0.0014126854256854258,0.0013809394199711528,0.06609605238907157
X6957,6.666666666666667e-6,4.444444444444444e-6,5.333333333333334e-6,3.799999999999997e-5
X6958,0,0,0,0
X6960,0,0,0,0
X6962,0,2.222222222222222e-6,1.25e-6,7.503759398496243e-5
X6965,0,0,0,0
X6966,0,0,0,0
X6967,1.5234632034632033e-4,1.432854367854368e-4,1.394053789347907e-4,0.01025884992784993
X6968,5.079365079365079e-6,1.1666666666666665e-5,7.692307692307692e-6,1.1210702341137129e-4
X6970,2.9939438339438343e-4,3.461069486069487e-4,3.066257761845998e-4,0.017784475216561905
X6971,0,0,0,3.826086956521742e-5
X6974,9.325981240981237e-4,8.64194805194805e-4,8.651970137705426e-4,0.04548153299566827
X6975,2.857142857142857e-6,2.857142857142857e-6,2.857142857142857e-6,3.826086956521742e-5
X6976,0,0,0,3.840000000000003e-5
X6977,0,0,0,7.607655502392348e-5
X6980,0,0,0,0
X6981,0,0,0,0
X6983,5.905295815295813e-4,6.508073593073591e-4,5.973424025235167e-4,0.032653837290855595
X6986,7.222222222222222e-6,-6.190476190476191e-6,1.3333333333333334e-6,7.599999999999994e-5
X6987,0,0,0,0
X6988,0,0,0,0
X6990,7.977994227994229e-5,1.4842929292929293e-4,1.0069624003447535e-4,0.007950981089086352
X6993,0,0,0,0
X6994,0,0,0,0
X6996,0,0,0,0
X6997,0,0,0,0
X6999,0,0,0,0
X7000,0,0,0,0
X7001,0,0,0,0
X7002,0,0,0,0
X7003,4e-6,-2.857142857142857e-6,0,4.3718181818181817e-4
X7004,0,2.5e-6,1.176470588235294e-6,7.36e-5
X7005,0,0,0,0
X7006,0,0,0,0
X7007,9.523809523809523e-6,1.0714285714285714e-5,9.358974358974359e-6,5.061818181818183e-4
X7008,0,0,0,0
X7010,0,0,0,3.80952380952381e-5
X7012,0,0,0,0
X7013,0,0,0,0
X7014,0,0,0,0
X7015,0,0,0,0
X7016,0,0,0,7.23809523809524e-5
X7017,0,0,0,7.200000000000003e-5
X7018,0,0,0,0
X7019,8.391493506493507e-4,7.565440115440115e-4,7.644456424208744e-4,0.03726792344497607
X7020,0.002693113997113996,0.00264493956043956,0.0025378116523998894,0.10440609523809517
X7023,0,0,0,0
X7024,0,0,0,0
X7025,0,0,0,0
X7027,0,0,0,0
X7029,0,0,0,0
X7030,0,0,0,3.81818181818182e-5
X7032,0,0,0,0
X7033,0,0,0,0
X7036,0,5e-6,2.666666666666667e-6,3.7777777777777785e-5
X7037,0,0,0,0
X7038,2.222222222222222e-6,0,1.5384615384615385e-6,3.7333333333333344e-5
X7041,0,0,0,0
X7046,0.002408489177489177,0.00246010101010101,0.0023220240045472257,0.09843818181818181
X7047,0,0,0,0
X7048,0,0,0,0
X7049,0,2.857142857142857e-6,1.4285714285714284e-6,3.81818181818182e-5
X7050,0,0,0,0
X7051,0.001282171717171717,0.001292287046287046,0.0012362629933705771,0.05958358290654168
X7052,2.5e-6,2.222222222222222e-6,2.352941176470588e-6,3.80952380952381e-5
X7053,0,0,0,0
X7055,0.0022450259740259735,0.00229759163059163,0.002173018928783637,0.09115326086956524
X7056,0,0,0,3.2595652173913044e-4
X7058,0,0,0,0
X7059,0,-8.333333333333331e-7,-5.681818181818182e-7,7.151269841269843e-4
X7060,0,0,0,0
X7061,0,0,0,0
X7062,0,0,0,0
X7063,0,0,0,0
X7064,0,0,0,0
X7065,0,0,0,0
X7066,0.0011326731046731044,0.0010137633477633474,0.001015429781432877,0.048408793480737455
X7068,0,0,0,0
X7069,0,0,0,0
X7072,0,0,0,0
X7073,0,0,0,0
X7074,6e-6,2.5e-6,4.444444444444444e-6,3.764705882352942e-5
X7075,2.5e-6,2.857142857142857e-6,2.666666666666667e-6,3.914040404040405e-4
X7076,0,0,0,0
X7077,0,0,0,0
X7078,8.214285714285714e-6,0,4.19047619047619e-6,7.56818181818182e-5
X7079,0,0,0,0
X7080,6.79268398268398e-4,6.111652236652235e-4,6.19762147553169e-4,0.03381920576768718
X7081,0,0,0,0
X7082,0,0,0,0
X7084,0,0,0,0
X7086,0,0,0,0
X7088,0.0010387893217893218,0.0010540018315018313,9.968267221254832e-4,0.048551838878985926
X7089,6.538461538461538e-6,-4.761904761904762e-7,3.6363636363636366e-6,4.098809523809524e-4
X7090,0,0,0,3.764705882352942e-5
X7091,0,0,0,0
X7092,5e-6,4e-6,5.4298642533936655e-6,7.62770562770563e-5
X7093,0,0,0,0
X7094,1.0222222222222221e-5,4e-6,6.493506493506494e-6,1.4393162393162392e-4
X7095,0,0,0,0
X7099,0,0,0,0
X7100,5e-6,2.857142857142857e-6,4e-6,2.801666666666666e-4
X7102,0,0,0,0
X7103,0,0,0,0
X7104,0,0,0,0
X7105,0,0,0,0
X7107,9.807936507936506e-5,8.165079365079365e-5,8.805164769870652e-5,0.004762846193022664
X7108,0,0,0,3.7894736842105276e-5
X7109,0,0,0,0
X7110,3.3333333333333333e-6,2.857142857142857e-6,3.076923076923077e-6,1.0434782608695649e-4
X7111,0,0,0,0
X7112,0,0,0,0
X7114,-4.444444444444444e-6,-5e-6,-4.705882352941176e-6,3.9600000000000003e-4
X7115,5.276190476190476e-5,4.415079365079365e-5,4.7357118285910845e-5,0.0035973478260869565
X7116,5.0349206349206346e-5,5.329004329004329e-5,5.087203302373581e-5,0.0028912835595776773
X7117,0.0023909841269841273,0.0024733686868686853,0.0023069581345726868,0.09701389473684204
X7119,0,0,0,0
X7121,0,0,0,0
X7122,-2.222222222222222e-6,7.857142857142858e-6,2.352941176470588e-6,7.191052631578948e-4
X7124,0,0,0,0
X7127,0,0,0,0
X7128,4e-6,2e-6,2.666666666666667e-6,3.84e-4
X7129,2.222222222222222e-6,0,1.4285714285714284e-6,3.764705882352942e-5
X7130,2.163492063492064e-4,2.2473015873015876e-4,2.1582641541465072e-4,0.011576802308802309
X7131,0,0,0,0
X7132,0,0,0,0
X7133,0,0,0,0
X7135,0,0,0,0
X7137,0,0,0,0
X7138,0,0,0,0
X7139,0,0,0,7.599999999999994e-5
X7140,0,0,0,0
X7142,0,0,0,0
X7143,0,0,0,0
