feature,DOM,Unfil,MeanDecreaseAccuracy,MeanDecreaseGini
X4934,0.0021319264069264068,0.002078324675324675,0.00201407620277899,0.09297482151029744
X4936,1.1333333333333334e-5,3.760683760683761e-6,6e-6,6.793333333333332e-4
X4937,0.002318873015873016,0.0022736382506382507,0.0022062177576465504,0.09813689473684213
X4938,0.0020021774891774906,0.002052185370185371,0.0019379413811163055,0.08882100000000004
X4941,6.159595959595959e-5,4.808730158730158e-5,5.240196078431372e-5,0.0037409333333333333
X4944,0,0,0,0
X4945,0,0,0,0
X4951,6.517113997113995e-4,7.494141414141415e-4,6.728198284343792e-4,0.033074151515151515
X4952,8.050115440115439e-4,8.088037518037517e-4,7.722292402300139e-4,0.036482540531364065
X4953,0.0025216194916194926,0.002561043956043956,0.002395542956011999,0.10352618181818184
X4962,2.5186147186147186e-4,2.4017316017316016e-4,2.3507537294147198e-4,0.013458815015334196
X4964,0,0,0,0
X4967,6.666666666666667e-6,5e-6,5.882352941176471e-6,7.23809523809524e-5
X4968,0.002577806637806639,0.002525425851925852,0.0024293728244579645,0.09985700000000004
X4970,0,0,0,0
X4971,0,0,0,0
X4972,-3.6363636363636366e-6,-8e-6,-5e-6,3.3600000000000004e-4
X4974,0.002296258907758906,0.0023469249639249627,0.0022306336494602765,0.08900004347826095
X4975,8.666666666666666e-6,5e-6,7.047619047619047e-6,1.1050505050505051e-4
X4977,2.8704761904761907e-4,2.0131529581529585e-4,2.2705628152377383e-4,0.012198523809523808
X4978,0,0,0,0
X4979,2.857142857142857e-6,-3.3333333333333333e-6,0,3.7777777777777785e-5
X4980,0.002716444444444445,0.002729901154401154,0.002604259779092596,0.10668164335664335
X4981,0.0023081798201798195,0.002223704184704183,0.002174257697926429,0.089998
X4982,0,0,0,0
X4984,2.857142857142857e-6,0,1.5384615384615385e-6,3.799999999999997e-5
X4986,0.0023391341991341975,0.0021797417027417023,0.002167660675581728,0.087755
X4988,0.0021785028860028858,0.0020391082251082246,0.002019358622457694,0.08242800000000003
X4991,0,0,0,0
X4992,0,0,0,0
X4995,0,0,0,0
X4996,1.1428571428571427e-5,3.3333333333333333e-6,7.692307692307692e-6,3.80952380952381e-5
X4997,0.0023885533910533905,0.0023434708069708064,0.0022491538349851056,0.09612799999999995
X4998,0.002536436674436673,0.0024728686313686297,0.002400753365743305,0.09505582653564854
X5006,1.2272727272727273e-5,1.0714285714285714e-5,1.2074898785425102e-5,0.0010686190476190476
X5007,0,0,0,0
X5011,0,0,0,0
X5012,1.6251226551226554e-4,1.2374170274170277e-4,1.3385484776661245e-4,0.009606415822164104
X5016,0,0,0,3.8333333333333355e-5
X5019,7.301587301587301e-6,2.3174603174603172e-5,1.5178571428571429e-5,1.828153717627402e-4
X5022,0,0,0,0
X5024,2.857142857142857e-6,2.5e-6,2.666666666666667e-6,1.0976076555023927e-4
X5033,1.8181818181818183e-6,6.666666666666667e-6,2.857142857142857e-6,3.6923076923076936e-5
X5035,0,0,0,0
X5039,0,0,0,0
X5040,0,0,0,0
X5041,0,0,0,0
X5043,0,0,0,3.7894736842105276e-5
X5045,1.3000000000000001e-5,1.4920634920634917e-6,5.650793650793651e-6,0.0011973333333333335
X5046,0,0,0,0
X5052,0,0,0,0
X5054,0,0,0,3.7894736842105276e-5
X5056,0,0,0,0
X5057,2e-6,1.8181818181818183e-6,1.9047619047619047e-6,3.799999999999997e-5
X5059,4.444444444444444e-6,5.714285714285714e-6,5e-6,3.846153846153847e-5
X5061,0,0,0,0
X5064,2.002251082251082e-4,2.7599350649350646e-4,2.2998349689526168e-4,0.013576803626713839
X5065,6.905982905982906e-6,8.333333333333332e-6,7.600619195046439e-6,0.001086
X5066,0,0,0,0
X5067,2.222222222222222e-6,0,1.5384615384615385e-6,3.75e-5
X5068,0,0,0,0
X5069,0.0021561190476190465,0.0022653441558441556,0.0021290383519129673,0.08557200000000002
X5070,8e-6,5e-6,6.153846153846154e-6,3.526666666666666e-4
X5071,0,0,0,0
X5074,0,0,0,0
X5077,0,0,0,0
X5078,0,0,0,0
X5080,0,0,0,0
X5081,8.794704184704186e-4,8.760432345432345e-4,8.468741552565076e-4,0.04398927901219043
X5082,0,0,0,0
X5084,0,0,0,0
X5086,0,0,0,0
X5090,0,0,0,0
X5094,0,0,0,0
X5095,0,0,0,0
X5097,0,0,0,0
X5102,0,2.857142857142857e-6,1.3333333333333334e-6,3.988947368421053e-4
X5105,0,0,0,3.799999999999997e-5
X5107,1.2e-5,0,5e-6,3.799999999999997e-5
X5109,2e-6,0,1.25e-6,3.846153846153847e-5
X5110,2.7444444444444443e-5,3.992063492063492e-5,3.1083925878043526e-5,0.0023034719625149827
X5114,0,0,0,0
X5116,2.550865800865801e-5,1.857936507936508e-5,2.1333333333333335e-5,0.002370633867276888
X5117,0,0,0,0
X5118,0,0,0,0
X5119,0,0,0,0
X5126,0,0,0,0
X5129,-8.888888888888888e-6,-7.857142857142858e-6,-8.214285714285714e-6,4.728461538461539e-4
X5130,5.714285714285714e-6,0,3.3333333333333333e-6,7.23809523809524e-5
X5137,0,0,0,0
X5138,0,0,0,0
X5141,0,0,0,0
X5145,0,0,0,0
X5158,0,0,0,0
X5163,7.023809523809523e-6,3.6363636363636366e-6,4.527310924369748e-6,4.2454382109118955e-4
X5164,8e-6,0,2.666666666666667e-6,3.8666666666666674e-5
X5167,5e-6,1.5384615384615385e-6,2.352941176470588e-6,3.3600000000000004e-4
X5169,0,3.3333333333333333e-6,1.5384615384615385e-6,3.7894736842105276e-5
X5173,0,0,0,0
X5174,0.002390102453102454,0.0024393520923520914,0.0023044634795888674,0.09349259999999997
X5176,9.022388167388165e-4,0.0010726717171717175,9.424726979247096e-4,0.04214698911241263
X5177,2.222222222222222e-6,0,1.3333333333333334e-6,7.522807017543861e-5
X5181,4e-6,2.857142857142857e-6,3.5294117647058825e-6,9.75e-5
X5182,0,4e-6,1.6666666666666667e-6,3.7894736842105276e-5
X5184,8.163066378066376e-4,7.324422799422797e-4,7.448149994140701e-4,0.037849048315977116
X5187,0,0,0,0
X5191,0,0,0,0
X5192,6.162886002886001e-4,5.609422799422799e-4,5.666683412906324e-4,0.027140078136517774
X5193,0,0,0,0
X5194,4.444444444444444e-6,0,2.666666666666667e-6,3.826086956521742e-5
X5199,0,0,0,0
X5200,0,0,0,3.7894736842105276e-5
X5204,0,0,0,0
X5205,0,0,0,0
X5210,0,0,0,3.75e-4
X5214,6.939682539682539e-5,4.437734487734488e-5,5.355356150557389e-5,0.004208
X5216,0,0,0,0
X5219,0,0,0,0
X5223,0,0,0,0
X5225,9.568253968253967e-5,7.081024531024531e-5,8.029156790921497e-5,0.005213620712620713
X5226,2.0857142857142857e-5,1.5825396825396827e-5,1.7653846153846153e-5,0.0026734949494949495
X5229,2.777128427128427e-4,3.1727344877344876e-4,2.833328075433339e-4,0.015065823296907699
X5231,2.1144805194805194e-4,1.9692063492063493e-4,1.9399915607268547e-4,0.011126894977789095
X5232,8.666666666666666e-6,5.079365079365079e-6,6.967032967032968e-6,1.1373931623931626e-4
X5233,0,0,0,0
X5234,0,0,0,0
X5235,0.002484670274170273,0.002455505772005772,0.002357186729421251,0.09452366666666663
X5236,0,0,0,7.11111111111111e-5
X5237,1.2674603174603173e-4,1.0583333333333332e-4,1.1081260552313183e-4,0.0076839100250626555
X5239,4.3568759018758997e-4,4.2822727272727256e-4,4.2268659376399297e-4,0.023133664239844743
X5240,8.319870129870125e-4,7.916273726273724e-4,7.689472112854461e-4,0.03914976876334056
X5244,0.0011180259740259737,0.0011708096903096904,0.0011001189867923603,0.052967496833516016
X5246,0,0,0,0
X5247,6.666666666666667e-6,-2e-6,1.746031746031746e-6,1.1082251082251084e-4
X5252,5.714285714285714e-6,3.6363636363636366e-6,4.444444444444444e-6,3.84e-4
X5254,0,0,0,0
X5255,6.726565656565657e-4,5.853297258297257e-4,5.968554979592127e-4,0.03148402422723476
X5257,0.002484658008658007,0.002506021645021645,0.00237047768571298,0.09573515560640737
X5258,1.1273015873015874e-4,8.581962481962482e-5,9.494166127989658e-5,0.006558523809523809
X5259,2.0422727272727275e-4,3.0983477633477635e-4,2.451541775218246e-4,0.013113334307636096
X5264,0,0,0,0
X5271,0,0,0,0
X5274,5e-6,4.444444444444444e-6,4.705882352941176e-6,3.99e-4
X5278,0,0,0,3.857142857142854e-5
X5279,0,0,0,0
X5280,0,0,0,0
X5281,5e-6,1e-5,6.25e-6,3.851851851851855e-5
X5282,0,0,0,0
X5285,0,0,0,0
X5286,0,0,0,3.764705882352942e-5
X5287,0.002571626984126983,0.0024473860583860596,0.0023764166585048966,0.10196838095238098
X5288,0.002217156565656567,0.0021831803751803758,0.002105183920310856,0.08634319047619056
X5289,7.166334776334774e-4,6.844528249528247e-4,6.690727621192012e-4,0.035114720698049794
X5292,3.3333333333333333e-6,2.857142857142857e-6,3.076923076923077e-6,3.75e-5
X5295,0,0,0,0
X5296,0,0,0,3.7777777777777785e-5
X5298,0,0,0,0
X5299,0,0,0,0
X5301,0,0,0,0
X5302,0,0,0,0
X5305,0,0,0,0
X5306,7.857142857142858e-6,5.357142857142857e-6,6.6666666666666675e-6,4.693333333333334e-4
X5307,0,2.222222222222222e-6,1.4285714285714284e-6,3.7777777777777785e-5
X5308,0,0,0,7.23809523809524e-5
X5309,0,0,0,0
X5310,0.0011856002886002882,0.001161919913419913,0.0011393071939240665,0.05471949004618571
X5311,-2.857142857142857e-6,-2e-6,-2.352941176470588e-6,7.618181818181818e-5
X5312,0,0,0,0
X5313,0,0,0,3.7777777777777785e-5
X5315,0,0,0,0
X5316,0,0,0,0
X5317,0,0,0,0
X5320,0,0,0,0
X5324,4.722222222222222e-6,2.222222222222222e-6,3.6507936507936507e-6,8.219999999999999e-4
X5326,0,0,0,0
X5328,0,0,0,0
X5332,0,1.0714285714285714e-5,5.934065934065934e-6,1.4430622009569378e-4
X5333,5e-6,0,1.6666666666666667e-6,7.590000000000003e-5
X5337,2.8507936507936507e-5,1.0857142857142858e-5,1.8567226890756302e-5,0.0012196307072027898
X5338,2.222222222222222e-6,0,1.3333333333333334e-6,7.587301587301588e-5
X5340,-2.857142857142857e-6,0,-1.5384615384615385e-6,3.75e-5
X5342,0,0,0,0
X5345,0,0,0,3.75e-5
X5347,0,0,0,0
X5348,0,0,0,0
X5349,0,0,0,0
X5350,0,0,0,0
X5351,0,0,0,0
X5353,0,0,0,0
X5356,0,0,0,0
X5357,0,0,0,0
X5358,0,0,0,0
X5359,0,0,0,0
X5360,0,0,0,0
X5363,0,0,0,0
X5365,0,0,0,0
X5368,0,0,0,3.826086956521742e-5
X5370,0,0,0,0
X5372,0,0,0,0
X5373,4e-6,0,1.4285714285714284e-6,3.7777777777777785e-5
X5375,0,0,0,0
X5376,0,0,0,0
X5378,0,0,0,0
X5379,0,0,0,0
X5380,0,0,0,0
X5382,0,0,0,0
X5386,0,0,0,0
X5387,0,0,0,0
X5390,0,0,0,0
X5391,0,0,0,0
X5392,2.5e-6,0,1.25e-6,3.80952380952381e-5
X5393,0,0,0,0
X5402,2.2155699855699862e-4,3.106031746031746e-4,2.5152186178114974e-4,0.014171985188461349
X5403,2.53495670995671e-4,2.0396464646464644e-4,2.2073721703133467e-4,0.013129183124477863
X5404,0,0,0,3.80952380952381e-5
X5406,0,0,0,0
X5408,0,0,0,0
X5410,0,0,0,0
X5413,0,5.714285714285714e-6,4.444444444444444e-6,2.201904761904762e-4
X5414,0,0,0,0
X5416,0,0,0,0
X5417,3.970887445887445e-4,3.2188383838383845e-4,3.4724860760154875e-4,0.022510097185625973
X5418,0,0,0,0
X5420,0,0,0,7.200000000000003e-5
X5421,0.002179059163059162,0.0022629509379509367,0.0021123660496710026,0.085296
X5422,0,0,0,0
X5423,0,0,0,0
X5424,0,0,0,0
X5425,6.666666666666667e-6,2.857142857142857e-6,4.615384615384615e-6,7.272727272727273e-5
X5427,0.002486540404040404,0.0025726688311688327,0.002435551950801178,0.10121120634920636
X5428,2.0269841269841276e-4,2.6277994227994237e-4,2.215317059101889e-4,0.012801729752770673
X5432,0,0,0,0
X5434,0,0,0,0
X5436,4e-6,1.0857142857142858e-5,6.666666666666667e-6,6.879999999999999e-4
X5437,0,0,0,0
X5439,1.1259884559884562e-4,1.616984126984127e-4,1.2736367880485528e-4,0.008937285054076358
X5441,3.538694083694083e-4,3.281782106782107e-4,3.226112831097352e-4,0.018223916451969083
X5443,0,0,0,0
X5445,6.666666666666667e-6,0,4.2857142857142855e-6,7.11111111111111e-5
X5450,0,0,0,0
X5451,1.4603174603174603e-5,1.2207792207792207e-5,1.3194444444444444e-5,3.061180124223602e-4
X5452,3.8468253968253964e-5,2.361904761904762e-5,2.794474874970231e-5,0.0030009999999999998
X5454,0,0,0,0
X5458,0,0,0,0
X5459,2.857142857142857e-6,2.5e-6,2.666666666666667e-6,3.7777777777777785e-5
X5460,3.3333333333333333e-6,2e-6,2.5e-6,3.99e-4
X5461,0,0,0,0
X5463,0,7.5e-6,4.2857142857142855e-6,3.799999999999997e-5
X5466,0,0,0,0
X5467,0.0011045894660894663,0.0011265541125541124,0.00105685591171814,0.05104682058406886
X5471,0.0027686580086580094,0.0027895545010545005,0.0026721191755440994,0.10813389473684212
X5472,0.0010791493506493504,9.770793650793652e-4,9.79761152074619e-4,0.04931223975611594
X5473,1.75e-5,1.6017316017316017e-5,1.5249299719887954e-5,0.0012239999999999998
X5476,0,0,0,0
X5477,0,0,0,0
X5480,0,0,0,0
X5481,1.619047619047619e-5,1e-5,1.2205128205128206e-5,0.0011977422969187675
X5483,2.5e-6,6.5000000000000004e-6,3.75e-6,7.666086956521745e-5
X5484,0,0,0,0
X5485,0,0,0,0
X5486,1.3677261627261628e-4,1.6486507936507938e-4,1.423032523032523e-4,0.009557666666666666
X5487,0,0,0,0
X5490,1.5714285714285715e-5,2.2857142857142855e-5,1.893040293040293e-5,0.0011933374741200829
X5491,4.444444444444444e-6,8e-6,5.714285714285714e-6,1.0105263157894737e-4
X5492,0,0,0,3.7777777777777785e-5
X5493,0,0,0,0
X5496,0,0,0,0
X5499,0,0,0,0
X5501,0.002359934343434343,0.002390063492063492,0.0022698189658638575,0.09218181609195406
X5503,0,0,0,0
X5504,-2.857142857142857e-6,0,-1.3333333333333334e-6,3.7894736842105276e-5
X5505,1.8278571428571432e-4,1.7543795093795096e-4,1.75371974430798e-4,0.011606221016969303
X5506,0,2e-6,1.0526315789473683e-6,7.595959595959599e-5
X5507,7.837611832611827e-4,9.139126984126985e-4,8.092743307603984e-4,0.040788891570358116
X5508,0,0,0,0
X5509,8.791269841269841e-5,9.53015873015873e-5,8.652394973447604e-5,0.005323838596491229
X5513,0,0,0,0
X5514,8.888888888888888e-6,1.888095238095238e-5,1.3171122994652406e-5,8.531999999999999e-4
X5515,0.0021609992784992786,0.0022329422799422793,0.002095942125126337,0.09396560000000001
X5518,8.399206349206349e-5,6.914285714285715e-5,7.367823026646557e-5,0.005391619047619048
X5519,0,0,0,0
X5520,0.0026485093795093786,0.002593497835497835,0.002505230193267345,0.10314499999999995
X5525,0,0,0,0
X5529,0.0023362316017316014,0.0023127900432900433,0.0022276456792261748,0.09187500000000001
X5533,6.778571428571428e-5,6.82936507936508e-5,6.49802711907975e-5,0.004823597402597403
X5540,0,0,0,0
X5546,0,3.3333333333333333e-6,1.25e-6,3.80952380952381e-5
X5554,3.3333333333333333e-6,0,1.8181818181818183e-6,3.799999999999997e-5
X5557,0,1.0357142857142856e-5,5.824175824175824e-6,2.875238095238095e-4
X5559,0,0,0,0
X5561,0,0,0,0
X5563,0,0,0,0
X5567,0,0,0,0
X5571,6.222222222222222e-6,9.166666666666666e-6,7.3529411764705884e-6,7.83e-4
X5577,2.857142857142857e-6,3.6363636363636366e-6,3.3333333333333333e-6,7.11111111111111e-5
X5579,0,0,0,0
X5580,8e-6,3.6363636363636366e-6,5e-6,3.64e-4
X5584,0,0,0,0
X5586,0,0,0,0
X5588,0,0,0,0
X5589,0,0,0,0
X5590,0,0,0,0
X5591,0,0,0,0
X5593,0.0024474033189033177,0.0023317251082251083,0.0022837461616470917,0.0908561818181818
X5595,0,0,0,0
X5603,0,0,0,3.799999999999997e-5
X5605,0,0,0,0
X5614,5.714285714285714e-6,2.5e-6,4e-6,3.80952380952381e-5
X5615,0,0,0,0
X5616,2.222222222222222e-6,0,1.4285714285714284e-6,3.7894736842105276e-5
X5618,0,0,0,0
X5621,-2.857142857142857e-6,0,-8.484848484848484e-7,8.276470588235294e-4
X5622,0,0,0,0
X5625,0,0,0,0
X5627,0,0,0,3.81818181818182e-5
X5638,2.5e-6,0,1.4285714285714284e-6,3.7777777777777785e-5
X5639,5.714285714285714e-6,4e-6,4.705882352941176e-6,3.9600000000000003e-4
X5645,0,0,0,0
X5647,0.0025050158730158725,0.002526076479076479,0.0024196760027038683,0.0987446470588235
X5650,0,0,0,0
X5656,0,0,0,0
X5659,0,0,0,0
X5663,1.335714285714286e-5,2.8809523809523806e-5,2.1505494505494504e-5,0.002502167084377611
X5668,0,0,0,0
X5674,0,0,0,0
X5675,-2.5e-6,0,-1.3333333333333334e-6,3.80952380952381e-5
X5678,0,0,0,0
X5679,0,0,0,0
X5682,2.80404761904762e-4,2.5396608946608943e-4,2.55764532595028e-4,0.016648754028977555
X5683,6.704761904761904e-5,5.541269841269842e-5,5.838431485954707e-5,0.004652538126361656
X5686,0,2.857142857142857e-6,1.4285714285714284e-6,3.799999999999997e-5
X5688,0,0,0,0
X5689,0,0,0,0
X5690,2e-6,0,1.25e-6,1.4393333333333338e-4
X5691,0,0,0,0
X5692,3.9904761904761906e-5,2.273232323232323e-5,3.057042957042957e-5,0.0030600100250626565
X5694,0,0,0,0
X5695,0.002392953823953825,0.0023399996669996666,0.002259578629574762,0.10302957142857141
X5697,0,0,0,0
X5698,3.761111111111111e-5,6.46031746031746e-5,4.623845435610141e-5,0.003754636363636363
X5699,1.2222222222222222e-5,4e-6,7.5952380952380946e-6,7.93202614379085e-4
X5700,2.6550288600288606e-4,2.467878787878788e-4,2.4705360162713104e-4,0.014489028215000024
X5701,0.0023480909090909103,0.002322660173160175,0.0022433153174654732,0.09828600000000005
X5702,0,0,0,0
X5703,2.857142857142857e-6,2.857142857142857e-6,2.857142857142857e-6,4.36e-4
X5704,0,0,0,0
X5707,0,0,0,0
X5710,0,0,0,0
X5712,0,0,0,0
X5715,0,0,0,3.799999999999997e-5
X5717,0,0,0,0
X5719,0,0,0,0
X5722,0,0,0,0
X5723,0,0,0,0
X5727,0,0,0,0
X5730,0,0,0,0
X5731,-2.857142857142857e-6,-2.5e-6,-2.666666666666667e-6,3.9600000000000003e-4
X5732,1.1071428571428572e-5,1e-5,1.0500000000000001e-5,7.9e-4
X5733,5e-6,3.3333333333333333e-6,3.666666666666667e-6,7.626086956521739e-5
X5734,0,0,0,0
X5735,8e-6,1.5873015873015873e-6,4.400452488687782e-6,1.1439999999999998e-4
X5738,0,0,0,0
X5739,5.714285714285714e-6,0,3.6363636363636366e-6,3.75e-5
X5740,0,0,0,3.51e-4
X5743,0,2e-6,1.25e-6,3.7894736842105276e-5
X5745,2.857142857142857e-6,6.666666666666667e-6,4.615384615384615e-6,3.7894736842105276e-5
X5746,0.002261583694083694,0.002237432345432346,0.0021571042107187636,0.08634098396243135
X5747,0,0,0,0
X5748,0,0,0,0
X5750,0,0,0,0
X5755,0,4.444444444444444e-6,2.352941176470588e-6,3.80952380952381e-5
X5758,6.666666666666667e-6,3.6363636363636366e-6,4.705882352941176e-6,3.84e-4
X5759,0,0,0,0
X5760,0,0,0,0
X5762,2.857142857142857e-6,4.444444444444444e-6,3.7435897435897435e-6,0.0011335
X5763,0,0,0,0
X5765,0,0,0,0
X5770,0,2e-6,1.25e-6,3.764705882352942e-5
X5772,0,0,0,0
X5776,0,0,0,0
X5777,1.4214285714285714e-5,3.2023809523809526e-5,2.2434065934065935e-5,0.0020602898550724637
X5778,0,0,0,0
X5780,0,0,0,0
X5781,0,0,0,0
X5782,4.207936507936508e-4,3.890158730158729e-4,3.873761798916597e-4,0.023961121415916758
X5787,0,0,0,0
X5790,4e-6,6.666666666666667e-6,5e-6,3.799999999999997e-5
X5791,0,0,0,0
X5792,0,0,0,0
X5795,0,0,0,0
X5796,0,0,0,0
X5798,5.714285714285714e-6,0,3.076923076923077e-6,3.80952380952381e-5
X5799,0,0,0,0
X5800,0,0,0,0
X5803,0,0,0,0
X5805,0,0,0,0
X5806,0,0,0,0
X5807,0,0,0,0
X5808,0,0,0,0
X5810,0,0,0,0
X5812,0,0,0,0
X5814,0,0,0,0
X5819,5.714285714285714e-6,0,2.666666666666667e-6,3.7777777777777785e-5
X5821,7.333333333333334e-6,2.857142857142857e-6,4.4102564102564104e-6,1.4050420168067228e-4
X5822,0,0,0,0
X5826,1.5357142857142855e-5,1.3523809523809525e-5,1.4468325791855204e-5,0.001192772727272727
X5827,0,0,0,0
X5828,0,0,0,0
X5831,6.666666666666667e-6,0,2.857142857142857e-6,3.80952380952381e-5
X5834,2.5e-6,-2.857142857142857e-6,0,7.55417956656347e-5
X5836,0,0,0,0
X5838,0.0021103313908313907,0.002173273448773449,0.0020595408824062083,0.09488976775271511
X5839,0,0,0,0
X5840,0,0,0,0
X5841,0,0,0,0
X5843,0,0,0,0
X5844,5.714285714285714e-6,7.5e-6,6.666666666666667e-6,3.799999999999997e-5
X5845,0,0,0,0
X5846,0.0023626623376623375,0.0023404134199134187,0.0022455151080429726,0.09083399999999998
X5847,2.857142857142857e-6,2.5e-6,2.666666666666667e-6,3.99e-4
X5849,0,0,0,0
X5851,0,0,0,0
X5854,0,0,0,0
X5855,2.857142857142857e-6,0,1.3333333333333334e-6,7.333333333333336e-5
X5856,0,0,0,0
X5857,1.1071428571428572e-5,2.5e-6,6.5833333333333335e-6,7.618181818181818e-5
X5858,0,0,0,0
X5860,0,0,0,3.826086956521742e-5
X5862,0,0,0,0
X5865,0,0,0,0
X5866,0,0,0,0
X5867,8.571428571428571e-6,2.038095238095238e-5,1.4673561732385264e-5,5.720952380952381e-4
X5868,0,-5e-6,-2e-6,3.7894736842105276e-5
X5869,0,0,0,0
X5871,2.857142857142857e-6,3.3333333333333333e-6,3.076923076923077e-6,7.304347826086953e-5
X5873,0,0,0,0
X5875,0,0,0,0
X5877,0,0,0,0
X5878,0,0,0,0
X5879,0,0,0,3.840000000000003e-5
X5880,7.205483405483403e-4,8.577460317460319e-4,7.47203445161649e-4,0.03536467060201331
X5881,2.5e-6,2.857142857142857e-6,2.666666666666667e-6,7.23809523809524e-5
X5883,0,0,0,0
X5885,0,0,0,3.81818181818182e-5
X5886,0,0,0,0
X5887,1.2444444444444445e-5,3.6363636363636366e-6,7.666666666666666e-6,4.0177777777777776e-4
X5892,0.001966701298701299,0.0018898789543789548,0.001834482939489132,0.08631077777777778
X5893,0,0,0,3.799999999999997e-5
X5894,1.0158730158730158e-5,1.0714285714285714e-5,1.0333333333333332e-5,0.00118
X5895,0,0,0,0
X5896,0,0,0,0
X5898,0,0,0,0
X5899,0,0,0,0
X5900,0,0,0,7.23809523809524e-5
X5901,4e-6,5.714285714285714e-6,4.705882352941176e-6,3.91e-4
X5903,0,2.857142857142857e-6,1.25e-6,3.826086956521742e-5
X5904,0,0,0,0
X5905,0,0,0,0
X5906,0,5.714285714285714e-6,2.857142857142857e-6,3.799999999999997e-5
X5907,0,0,0,0
X5908,7.54761904761905e-4,8.917298812298815e-4,7.933871222516728e-4,0.03917409624872068
X5909,3.765873015873016e-5,5.9333333333333316e-5,4.6238633915104504e-5,0.003441428571428571
X5910,0.002373813131313131,0.0023740331890331878,0.00228700435684027,0.096959619047619
X5911,0.0022319588744588747,0.0022650468975468968,0.002161324534083048,0.09378789473684215
X5912,0,0,0,0
X5914,0,0,0,0
X5917,3.3333333333333333e-6,0,1.4285714285714284e-6,3.101538461538461e-4
X5918,0,0,0,3.799999999999997e-5
X5919,0,0,0,0
X5921,8.458484293484293e-4,7.7565651015651e-4,7.640956035708352e-4,0.04144753679825506
X5922,9.25670274170274e-4,7.647720057720055e-4,7.957668025129324e-4,0.03868079677454506
X5923,0,6.666666666666667e-6,1.5384615384615385e-6,2.7651724137931036e-4
X5924,0,0,0,0
X5926,0.0011829292929292925,0.0012040699855699855,0.0011435709015786412,0.05929951002506267
X5927,0.0022090916305916282,0.0022071443001442977,0.0021042534720181784,0.08405753110047848
X5928,0,0,0,0
X5929,0.0023888124098124085,0.0023568419913419904,0.002256918585628338,0.09033318181818185
X5930,0,0,0,0
X5931,0.002433965312465311,0.0024141197691197685,0.0023201155737966896,0.09312806120023771
X5934,0.0023985822510822507,0.0026319304584304583,0.002390348048064768,0.09562576076555022
X5935,0.0021997691197691185,0.0023102301032301023,0.0021323268931790615,0.09216309523809521
X5936,0,-2.222222222222222e-6,-1.5384615384615385e-6,3.764705882352942e-5
X5944,0,0,0,0
X5945,0,0,0,0
X5947,0,0,0,0
X5950,0,0,0,0
X5954,0,1.0666666666666667e-5,5.288461538461538e-6,3.60313725490196e-4
X5955,0,0,0,0
X5958,0,0,0,0
X5960,0,0,0,0
X5962,0,0,0,0
X5963,0,0,0,0
X5964,0,0,0,0
X5965,3.3333333333333333e-6,0,1.5384615384615385e-6,3.7777777777777785e-5
X5966,0,0,0,0
X5969,0,0,0,0
X5970,0,0,0,0
X5974,0,0,0,0
X5976,0,0,0,0
X5978,0,1.8181818181818183e-6,1.176470588235294e-6,3.7777777777777785e-5
X5979,1.4080952380952382e-4,1.3326262626262624e-4,1.3254803856274443e-4,0.007253259552042159
X5980,0,0,0,0
X5982,0,0,0,0
X5984,0,0,0,3.81818181818182e-5
X5985,0,0,0,0
X5991,2.5e-6,3.3333333333333333e-6,2.857142857142857e-6,3.840000000000003e-5
X5992,0,0,0,0
X5993,0,0,0,0
X5994,0,0,0,0
X5996,0,0,0,0
X5997,0,0,0,0
X5999,0,0,0,0
X6005,2.222222222222222e-6,0,1.6666666666666667e-6,3.764705882352942e-5
X6006,0,0,0,0
X6013,0,0,0,0
X6017,0,0,0,0
X6019,0,0,0,0
X6020,-2.222222222222222e-6,-5e-6,-3.076923076923077e-6,3.764705882352942e-5
X6021,2.5e-6,0,1.4285714285714284e-6,3.7777777777777785e-5
X6023,0,0,0,0
X6024,0,0,0,0
X6025,0,0,0,0
X6028,7.51984126984127e-5,1.0603968253968252e-4,8.53689578395461e-5,0.006089282016229385
X6029,0,0,0,0
X6031,0,0,0,0
X6034,0,0,0,0
X6035,7.456371406371408e-5,9.165151515151514e-5,8.036518710048122e-5,0.005400734299516909
X6036,0,0,0,0
X6037,5e-6,4e-6,4.444444444444444e-6,7.272727272727273e-5
X6038,0,0,0,0
X6040,0,0,0,0
X6041,0,0,0,3.799999999999997e-5
X6042,6.666666666666667e-6,2.857142857142857e-6,5e-6,3.80952380952381e-5
X6043,0,0,0,0
X6044,0,0,0,0
X6045,0,0,0,0
X6047,0,0,0,3.7777777777777785e-5
X6048,0,0,0,0
X6049,2.857142857142857e-6,4e-6,3.3333333333333333e-6,3.7894736842105276e-5
X6051,5e-6,0,2.666666666666667e-6,3.80952380952381e-5
X6054,0,0,0,3.799999999999997e-5
X6055,0,0,0,0
X6056,0,0,0,3.81818181818182e-5
X6059,0,0,0,0
X6062,4.361111111111111e-5,3.607142857142857e-5,3.88452380952381e-5,0.003049588677988678
X6063,0,0,0,0
X6065,6.666666666666667e-6,2.5e-6,4.2857142857142855e-6,3.80952380952381e-5
X6066,0,0,0,0
X6067,0,0,0,0
X6069,0,0,0,0
X6070,0,0,0,0
X6076,0,0,0,0
X6077,0,0,0,0
X6078,0,0,0,0
X6080,0,0,0,0
X6085,0,0,0,0
X6086,0,0,0,0
X6088,0,0,0,0
X6089,0,0,0,0
X6090,0,0,0,0
