"","Aminoimidazoles","Benzenoids","Carboximidamides","Dialkylamines","Glycosylamines","Guanidines","Imidazoles","Lactams","Peptidomimetics","Pyrrolidines"
"7779",0.01,0.01,0.25,0.04,0.93,0.84,0.04,0.02,0.02,0.01
"7780",0,0.14,0,0.01,0,0,0,0.07,0.01,0.02
"7781",0,0.09,0,0.01,0,0,0,0,0,0.01
"7787",0,0.57,0.01,0.05,0,0,0.02,0.04,0.02,0.3
"7789",0,0.14,0.03,0.09,0,0.01,0.05,0.09,0.02,0.23
"7794",0,0.04,0,0.03,0,0,0,0,0,0
"7795",0.04,0.07,0.04,0.26,0.01,0.04,0.22,0.13,0.02,0.13
"7796",0.01,0.01,0.43,0.02,0.42,0.59,0.21,0.03,0.1,0.01
"7797",0,0.02,0.77,0.04,0.61,0.44,0.48,0.01,0.03,0.01
"7799",0,0.08,0.01,0.14,0,0,0.01,0.03,0,0.08
"7800",0,0.51,0.01,0.11,0,0.03,0.03,0.31,0,0.18
"7803",0.01,0.24,0.06,0.02,0.4,0,0.93,0.06,0,0.02
"7806",0.06,0.04,0.55,0.05,0.1,0.69,0.8,0.16,0.09,0.14
"7807",0,0.29,0,0,0,0,0.02,0.01,0,0
"7808",0,0.03,0,0.03,0,0,0,0.01,0,0
"7811",0,0.01,0.01,0,0,0.03,0,0,0,0
"7814",0,0.64,0.02,0.4,0,0.01,0.03,0.16,0.02,0.2
"7815",0,0.79,0,0.26,0,0,0.01,0.54,0,0.48
"7821",0,0.04,0.03,0.04,0.02,0.03,0.04,0.08,0.01,0.08
"7826",0,1,0.03,0.13,0,0.02,0.05,0.87,0,0.21
"7828",0,0.14,0.01,0.05,0,0.03,0.04,0.04,0.02,0.07
"7829",0,0.06,0,0,0,0,0.01,0.01,0,0
"7830",0,0.97,0.01,0.1,0,0.01,0.04,0.31,0.02,0.11
"7833",0,0.99,0.01,0.02,0.01,0.01,0.05,0.32,0,0.05
"7838",0,0,0,0,0.03,0,0.06,0.01,0,0
"7839",0,0.02,0.01,0.04,0,0,0,0,0,0
"7841",0,1,0.01,0.02,0.01,0.01,0.04,0.5,0,0.1
"7843",0,0.06,0.01,0.05,0,0.1,0,0.04,0.01,0.02
"7845",0,0.01,0.01,0.04,0,0.03,0,0,0,0
"7848",0,0.99,0.01,0.02,0.01,0.01,0.05,0.36,0,0.04
"7857",0,0.07,0,0.01,0,0,0,0,0,0
"7863",0,0.04,0,0.32,0,0,0,0,0,0.03
"7865",0,0.6,0.44,0.2,0.02,0.39,0.36,0.1,0.08,0.16
"7866",0,0.41,0,0,0,0,0.02,0.04,0,0
"7867",0.03,0.04,0.25,0.05,0.17,0.31,0.82,0.25,0.07,0.02
"7868",0,0.02,0,0.1,0,0.08,0,0.01,0,0.01
"7871",0,0.05,0,0.16,0,0,0,0,0,0
"7878",0,0.01,0.01,0.02,0.01,0.02,0.01,0.1,0.04,0.02
"7880",0,0.2,0.01,0.23,0,0,0.01,0.05,0.02,0.16
"7882",0,0.15,0.01,0.01,0.01,0.01,0.02,0.55,0.1,0.06
"7884",0.01,0.18,0.01,0.09,0.44,0.01,1,0.25,0.06,0.03
"7887",0,0.01,0,0.03,0,0,0,0,0,0
"7888",0,0.02,0,0.04,0.01,0.01,0.01,0.13,0.08,0.07
"7890",0,0.02,0,0,0,0,0,0,0,0
"7896",0,0.02,0,0.08,0.02,0.01,0.02,0.08,0.11,0.12
"7897",0,0.01,0,0.06,0,0,0,0,0,0
"7900",0,0.16,0.01,0.05,0.01,0.01,0.22,0.02,0,0.02
"7901",0.03,1,0.07,0.31,0.08,0.08,0.12,0.33,0.01,0.04
"7902",0,0.99,0.01,0.6,0.01,0.03,0.04,0.77,0.01,0.08
"7916",0,0.08,0.01,0.14,0.01,0.01,0.01,0.03,0.05,0.1
"7919",0,0.95,0,0.37,0.01,0.01,0.02,0.4,0.01,0.1
"7920",0.01,0.97,0.01,0.37,0.06,0,0.05,0.16,0.01,0.1
"7923",0,0.05,0,0,0,0,0,0.01,0,0.01
"7925",0,0.33,0,0.02,0.01,0,0,0.06,0,0
"7935",0,0.12,0.01,0.07,0.01,0.01,0.01,0.07,0.06,0.17
"7937",0,0.06,0,0,0,0,0,0,0,0
"7947",0,0.08,0.02,0.05,0.01,0.01,0.01,0.1,0.05,0.03
"7950",0,0.04,0,0.03,0.01,0,0.01,0.2,0.31,0.1
"7952",0,0.02,0,0.05,0,0.02,0.01,0.04,0.02,0.01
"7964",0,0.04,0.05,0.01,0,0.02,0.16,0.11,0.02,0.02
"7965",0,1,0,0,0,0,0.01,0,0,0
"7966",0,0.17,0.02,0.01,0,0,0.04,0.3,0.02,0.07
"7967",0,0.05,0.02,0.06,0.01,0.02,0.04,0.11,0.01,0.12
"7968",0,0.22,0,0.03,0,0.01,0.02,0.01,0,0.01
"7969",0,0.17,0.01,0.02,0,0,0.04,0.02,0,0.02
"7970",0,0.08,0.01,0.05,0,0.01,0.03,0.13,0.02,0.05
"7971",0,0.16,0.02,0.06,0,0.01,0.04,0.04,0,0
"7972",0,0.12,0,0,0,0,0.01,0.16,0,0.12
"7973",0,0.04,0.01,0.03,0,0,0,0,0,0
"7976",0,0.06,0,0.27,0.01,0,0.06,0.08,0.04,0.21
"7977",0,0,0.29,0.01,0,0.43,0.02,0,0,0
"7979",0,0.09,0,0.07,0,0.01,0.05,0.24,0.09,0.1
"7980",0,0.05,0,0,0,0,0.02,0.02,0,0.08
"7981",0,0.2,0.01,0.03,0,0.01,0.07,0.03,0,0.03
"7982",0,0.15,0,0.02,0,0,0.02,0.38,0,0.12
"7983",0,0.42,0,0.01,0.01,0,0.01,0.3,0.01,0.05
"7984",0,0.1,0.01,0.02,0,0,0.05,0.01,0.01,0.02
"7986",0,0.12,0.01,0.02,0,0.01,0.05,0.04,0.16,0.03
"7987",0,0.07,0,0.04,0.02,0,0.02,0.38,0,0.17
"7988",0,0.08,0,0.06,0,0.01,0.06,0.02,0.35,0.07
"7991",0,0.13,0.01,0.22,0,0,0.01,0.01,0,0.01
"7992",0,0.27,0,0.13,0,0,0.01,0.05,0.06,0.1
"7993",0,0.15,0.01,0.16,0,0,0.02,0.08,0.02,0.07
"7997",0,0.99,0.01,0.02,0,0,0.01,0.69,0.01,0.6
"7998",0,0.97,0.02,0.11,0,0.01,0.02,0.21,0.01,0.43
"7999",0,0.03,0,0.01,0,0,0.01,0.01,0,0.01
"8000",0,0.03,0.05,0.04,0,0.08,0.03,0.1,0.02,0.02
"8002",0,0.07,0.01,0.1,0,0,0.01,0.18,0.17,0.3
"8004",0,0.05,0.03,0.06,0.01,0.11,0.03,0.03,0.09,0.05
"8005",0,0.41,0.02,0.08,0.02,0.02,0.07,0.52,0.07,0.17
"8009",0,0.01,0.01,0,0.04,0,0,0.04,0,0.04
"8011",0,0.01,0.02,0,0.01,0,0.01,0.02,0,0.03
"8012",0,0.09,0,0,0,0,0,0.03,0,0.01
"8013",0,0.01,0,0,0,0,0,0,0,0
"8014",0,0.83,0.81,0.07,0,0.18,0.02,0,0,0.02
"8015",0,0.32,0,0.01,0,0,0.02,0.01,0,0.01
"8017",0,0.52,0.01,0.01,0,0,0.03,0.01,0,0.01
"8018",0,0.06,0.09,0.11,0.01,0.14,0.02,0.03,0.01,0.09
"8019",0,0.07,0,0.29,0,0,0,0.01,0.01,0
"8020",0,0.05,0.05,0.12,0.47,0.06,0.96,0.03,0.01,0.1
"8021",0,0.12,0.01,0.01,0,0,0.03,0.02,0.01,0.02
"8022",0,0.04,0,0.01,0,0,0,0.01,0,0.02
"8023",0,0.16,0.03,0.03,0,0,0.06,0.02,0.01,0.01
"8025",0,0.11,0,0,0,0,0,0.05,0,0.03
"8026",0,0.01,0,0.01,0,0,0.01,0.07,0.13,0.99
"8027",0,0.07,0,0.01,0,0,0.04,0.03,0.02,0.08
"8030",0,0.03,0.01,0.01,0,0,0.02,0.24,0.01,0.13
"8031",0,0.36,0,0.01,0,0,0.01,0.02,0,0.03
"8032",0.03,0,0.04,0.06,0.9,0.18,0.98,0,0,0
"8034",0.01,0.27,0.13,0.17,0.12,0.14,0.07,0.14,0,0.06
"8035",0,0.05,0,0.02,0,0,0,0.02,0,0.01
"8037",0,0.41,0.01,0.01,0,0,0.03,0.14,0,0.07
"8038",0,0.01,0,0,0,0,0,0,0,0
"8042",0,0.01,0,0.05,0,0,0,0,0,0
"8044",0,0.04,0.01,0.01,0.01,0.01,0.02,0.14,0,0.03
"8045",0,0.08,0,0.01,0,0,0.01,0.01,0,0.01
"8049",0,0.06,0,0.04,0,0,0,0,0,0
"8056",0,0.04,0.03,0.01,0,0.01,0.09,0.23,0.01,0.02
"8057",0,0.06,0,0,0,0,0.01,0.01,0,0.02
"8058",0,0.04,0.01,0,0.01,0.16,0.05,0.01,0,0.01
"8059",0,0.09,0,0.02,0,0,0.02,0.06,0,0.01
"8060",0,0.08,0.42,0.16,0.03,0.4,0.04,0.02,0.06,0.05
"8061",0,0.14,0.02,0.01,0,0,0.06,0.01,0,0.03
"8062",0,0.64,0.01,0.1,0.01,0.01,0.02,0.17,0.01,0.04
"8063",0,0.07,0,0.01,0,0,0.02,0.14,0,0.22
"8064",0.01,0.11,0.02,0.28,0,0.01,0.05,0.1,0.02,0.1
"8065",0,0.15,0.05,0.06,0,0.01,0.04,0.06,0.01,0.04
"8066",0,0.01,0,0,0,0,0.01,0.01,0,0
"8067",0,0.01,0,0,0,0,0,0.01,0,0
"8068",0,0.45,0.01,0.01,0,0,0.01,0.03,0,0.02
"8069",0,0.99,0,0.4,0,0,0,0.16,0,0.12
"8070",0,1,0,0.09,0.02,0.01,0.01,0.25,0,0.05
"8071",0.01,0.47,0.02,0.13,0.02,0.01,0.01,0.1,0.05,0.15
"8079",0,0.02,0,0.04,0,0,0.01,0.01,0.01,0
"8081",0,0.05,0.01,0,0,0,0.01,0,0,0.01
"8082",0,0.09,0.01,0.02,0,0,0.03,0.01,0,0.01
"8083",0.01,0.43,0.01,0.43,0,0,0.06,0.08,0.04,0.08
"8084",0.01,0.23,0.17,0.04,0,0.02,0.05,0.16,0.01,0.11
"8086",0.01,0.23,0.24,0.12,0,0.07,0.07,0.23,0,0.09
"8087",0,0.14,0,0.02,0,0,0.02,0.02,0,0.01
"8088",0,0.13,0,0.01,0,0,0.01,0.01,0,0.01
"8089",0,0.2,0.03,0.37,0,0.04,0.03,0.02,0.02,0.1
"8091",0.05,0.04,0.06,0.06,0,0.03,0.49,0.04,0.01,0.06
"8092",0,0.05,0,0.01,0,0,0.01,0.02,0,0.04
"8093",0,0.06,0,0.01,0,0,0.04,0.01,0,0.03
"8094",0.01,0.18,0.02,0.16,0,0.02,0.06,0.05,0.01,0.05
"8095",0,0.16,0.01,0.02,0,0,0.02,0.01,0,0.02
"8096",0,0.29,0.02,0.37,0.01,0.01,0.03,0.03,0.02,0.22
"8098",0,0.08,0.05,0.01,0,0,0.03,0.04,0,0.02
"8099",0,0.07,0,0.01,0,0,0,0,0,0.01
"8100",0,0.16,0.01,0.35,0,0.01,0.03,0.03,0.02,0.34
"8101",0,0.12,0.01,0,0,0.01,0.03,0.03,0.01,0.02
"8103",0,0.29,0.01,0.01,0,0,0.01,0.03,0,0.01
"8105",0,0.09,0.02,0.05,0,0,0.06,0.08,0,0.09
"8109",0,0.13,0.08,0.23,0,0.05,0.03,0.23,0.01,0.38
"8110",0,0.14,0,0.03,0,0,0.01,0.17,0,0.05
"8112",0,0.07,0,0,0,0,0,0,0,0.02
"8117",0,0.12,0.01,0.02,0,0,0,0.02,0,0.01
"8118",0,0.01,0,0.01,0,0,0,0.01,0,0.01
"8119",0,0.12,0.01,0,0.01,0,0,0.02,0,0.03
"8120",0,1,0.01,0.01,0.03,0.01,0.05,0.59,0.01,0.17
"8121",0,0.91,0,0.33,0,0,0.01,0.32,0,0.77
"8124",0,1,0,0,0.02,0.01,0.03,0.27,0.01,0.07
"8127",0,0.99,0.01,0.02,0.01,0,0.02,0.48,0,0.46
"8128",0,1,0.01,0.17,0.02,0.01,0.05,0.2,0,0.18
"8134",0,0.89,0.01,0.03,0,0.01,0.01,0.38,0.01,0.18
"8135",0,0.93,0.01,0.11,0.03,0.01,0.04,0.43,0,0.12
"8137",0.1,0.02,0.39,0.16,0.62,0.28,0.87,0.55,0.03,0.01
"8138",0,0.09,0.16,0.02,0.09,0.04,0.67,0.47,0.1,0.07
"8141",0,0.13,0.02,0.02,0.01,0,0.02,0.06,0.01,0.03
"8142",0,1,0.1,0.37,0,0.04,0.12,0.27,0.01,0.26
"8146",0,0.24,0,0.03,0,0,0.01,0.39,0,0
"8167",0,0.83,0.03,0.02,0,0.03,0.02,0.07,0.01,0.03
"8168",0,0.2,0.01,0.02,0,0,0.01,0.04,0,0.01
"8169",0.01,0.24,0.07,0.03,0,0.26,0.16,0.11,0.01,0.02
"8170",0,0.36,0,0,0,0,0.01,0,0,0.01
"8171",0,0.21,0.04,0.01,0,0.03,0.04,0.05,0,0.03
"8172",0.01,0.01,0.2,0.26,0.01,0.09,0.83,0.04,0.01,0.1
"8173",0,0.08,0,0.06,0,0,0.01,0.01,0,0.02
"8174",0,0.64,0.01,0.08,0,0,0.04,0.03,0.02,0.21
"8176",0,0.07,0,0.01,0,0,0.02,0.09,0,0.08
"8177",0,0.42,0,0.03,0.66,0.02,0.01,0.18,0,0.06
"8178",0,0.02,0,0.01,0,0.04,0,0,0,0
"8184",0,0.05,0.01,0.01,0,0,0.01,0.77,0.02,0.16
"8185",0,0.05,0,0.16,0,0.01,0,0.01,0,0.01
"8186",0,0.16,0.01,0.02,0.01,0.01,0.02,0.05,0.02,0.02
"8189",0,0.61,0.15,0.15,0.01,0.16,0.16,0.19,0.06,0.09
"8190",0,0.03,0,0.07,0,0.02,0.01,0.08,0.03,0.04
"8191",0,0.06,0.02,0.05,0.02,0.09,0.02,0.04,0.09,0.03
"8195",0,0.06,0,0.03,0.05,0.01,0.01,0.16,0.32,0.06
"8198",0,0.11,0.02,0.05,0,0,0.04,0.15,0.01,0.14
"8199",0,0.08,0,0.28,0,0,0.01,0.06,0,0.1
"8200",0.05,0.06,0.14,0.08,0,0.18,0.5,0.28,0.01,0.11
"8201",0,0.07,0,0,0,0,0.01,0.08,0.01,0.01
"8204",0.04,0.13,0.03,0.1,0,0.03,0.08,0.08,0.01,0.03
"8205",0,0.07,0,0.05,0,0.01,0.06,0.08,0.13,0.1
"8206",0,0.3,0.01,0.38,0,0,0.04,0.22,0,0.15
"8207",0,0.5,0,0.06,0,0,0.02,0.05,0.01,0.21
"8208",0,0.05,0.12,0.02,0,0.66,0.01,0.03,0,0.02
"8213",0.2,0.02,0.1,0.23,0.32,0.2,0.92,0.02,0.03,0.03
"8216",0,0.36,0,0,0,0,0.04,0.05,0,0.1
"8218",0,0.12,0.02,0.01,0.01,0.01,0.04,0.17,0.01,0.19
"8219",0,0.19,0,0,0,0,0.02,0.38,0,0.35
"8220",0.07,0.14,0.05,0.03,0,0.02,0.03,0.06,0,0.03
"8221",0,0.07,0,0,0,0,0.02,0.01,0,0.01
"8222",0,0.13,0.01,0.01,0,0,0.03,0.03,0,0.02
"8224",0,0.02,0,0.09,0,0,0.01,0.07,0.05,0.03
"8225",0,0.09,0,0.17,0,0,0,0.2,0,0.13
"8226",0,0.03,0,0.33,0,0,0,0,0,0
"8228",0,0.33,0.01,0,0,0,0.03,0.24,0.02,0.14
"8229",0.01,0.03,0.86,0.04,0,0.99,0.54,0.01,0.02,0.01
"8230",0,0.19,0.01,0.02,0,0,0.06,0.02,0.01,0.03
"8231",0,0.01,0,0.01,0.99,0.01,0.98,0.05,0,0
"8232",0,0.08,0.01,0.01,0,0,0.02,0.01,0,0.01
"8233",0,0.06,0.01,0,0,0,0.03,0,0,0.03
"8234",0,0.06,0.01,0,0,0,0.04,0,0,0.04
"8235",0,0.07,0.06,0.15,0,0.1,0.02,0.03,0.01,0.06
"8236",0.01,0.56,0.6,0.1,0.01,0.73,0.11,0.13,0,0.08
"8237",0,0.04,0,0,0,0,0.01,0.01,0,0
"8238",0,0.07,0.01,0,0,0,0.05,0.08,0,0.02
"8240",0,0.1,0.01,0.02,0,0,0.03,0.01,0,0.05
"8241",0,0.19,0,0,0,0,0.01,0.31,0,0.3
"8242",0,0.32,0.02,0.23,0,0,0.03,0.05,0,0.05
"8244",0,0.04,0.06,0.03,0.96,0.01,0.48,0.02,0,0.01
"8245",0,0.08,0,0.02,0,0,0.01,0.02,0,0.02
"8246",0,0.38,0,0.03,0,0,0.01,0.02,0,0.05
"8247",0,0.17,0.01,0.03,0,0,0.01,0,0,0.01
"8248",0,0.15,0.01,0,0,0,0.06,0.01,0,0.01
"8250",0,0.32,0,0.04,0,0,0.02,0.01,0,0.03
"8251",0,0.14,0,0,0,0,0.01,0,0,0
"8252",0,0.01,0.18,0.09,0.7,0.84,0.31,0.09,0.04,0.02
"8253",0,0.22,0,0,0,0,0.01,0.01,0,0.03
"8255",0,1,0,0,0,0,0.98,0.02,0.05,0.04
"8258",0.01,0.21,0.11,0.17,0,0.02,0.03,0.09,0.01,0.18
"8261",0,0.22,0,0.01,0,0,0,0,0,0.01
"8262",0,0.21,0,0.01,0,0,0.01,0.01,0,0.01
"8266",0,0.85,0,0.02,0,0,0.03,0.06,0.01,0.19
"8270",0,0.13,0,0.11,0.01,0,0.01,0.02,0.01,0.05
"8274",0,1,0,0.01,0,0,0,0.03,0,0.05
"8276",0,0.26,0,0,0,0,0.01,0.01,0,0
"8277",0,0.09,0,0.01,0,0,0.04,0.02,0,0.03
"8278",0,0.02,0,0.01,0,0,0,0,0,0
"8279",0,1,0,0,0,0,0,0.01,0,0
"8280",0,0,0,0,0,0,0,0.01,0,0
"8282",0,0.97,0,0.03,0,0,0,0.08,0,0.13
"8284",0,0.22,0,0,0,0,0.01,0.01,0,0.01
"8285",0,0.02,0,0.01,0,0,0.01,0.02,0,0.01
"8286",0,0.07,0,0.01,0,0,0,0.01,0,0.01
"8287",0,0.88,0,0.02,0,0,0,0.11,0,0.02
"8288",0,0.33,0.01,0,0,0,0.01,0.04,0,0.04
"8289",0,0.07,0.01,0.01,0.01,0,0.05,0.06,0.01,0.01
"8290",0,0.21,0.02,0.03,0,0,0.01,0.04,0,0.02
"8298",0,0,0,0,0,0,0,0.01,0,0
"8302",0,0.22,0.05,0.05,0.01,0.06,0.02,0.01,0,0.01
"8306",0,0,0,0.01,0,0,0,0,0,0
"8310",0,0.02,0,0.01,0,0,0,0,0,0
"8311",0,0.01,0,0,0,0,0,0,0,0
"8312",0,0.05,0,0,0,0,0.01,0.01,0,0
"8313",0,0.02,0,0.01,0,0,0,0,0,0.03
"8314",0,0.03,0.15,0.16,0,0.06,0.18,0.07,0.01,0.07
"8315",0,0.34,0.02,0.16,0.01,0.05,0.03,0.29,0.05,0.08
"8321",0,0.02,0.01,0.13,0,0,0,0.13,0.17,0.03
"8322",0,0.02,0.01,0.08,0,0,0.01,0.03,0.03,0.03
"8325",0,0.05,0.01,0.04,0.01,0,0.02,0.07,0.01,0.05
"8328",0.01,0.85,0.01,0.09,0,0,0.11,0.01,0,0.04
"8335",0,0.06,0,0.01,0,0,0.01,0.01,0,0.02
"8338",0,0.05,0,0.01,0,0,0.01,0,0,0.02
"8339",0,0.02,0,0.07,0,0,0.01,0.03,0.02,0.02
"8340",0,0.06,0,0,0,0,0.01,0,0,0
"8341",0,0.1,0,0,0,0,0,0.01,0,0
"8342",0,0.08,0,0.02,0,0,0.01,0,0,0.02
"8343",0,0.13,0,0.01,0,0,0,0,0,0.02
"8344",0,0.03,0.02,0.01,0.03,0,0.01,0.08,0.1,0.07
"8346",0,0.06,0,0.02,0,0,0.02,0,0,0.02
"8347",0,0.06,0,0.02,0,0,0.02,0,0,0.02
"8349",0,0.14,0,0.02,0,0,0.01,0.01,0,0
"8352",0,0.07,0,0.01,0,0,0.01,0,0,0.01
"8354",0,0.01,0,0,0,0,0.01,0.04,0,0.01
"8357",0,0.01,0,0,0,0,0,0.02,0,0
"8358",0,0.01,0,0,0,0,0,0.04,0,0
"8368",0,0.1,0.05,0.01,0.04,0,0.02,0.09,0.01,0.04
"8371",0,0.1,0,0.01,0,0,0.01,0.02,0,0.01
"8382",0,0.22,0.01,0.01,0,0,0,0.04,0,0.01
"8386",0,0.05,0,0.03,0,0,0.01,0.09,0,0.01
"8387",0,0.08,0.01,0.01,0,0,0.01,0.14,0,0.09
"8388",0,0.04,0.01,0.02,0,0,0.03,0.09,0,0.02
"8390",0,0.02,0.08,0.01,0.01,0,0.01,0.06,0.08,0.03
"8391",0,0.01,0.04,0.01,0.01,0,0.01,0.05,0.03,0.02
"8398",0,0.1,0.01,0.01,0,0,0.06,0.23,0.02,0.07
"8413",0,0.07,0.01,0,0,0,0,0,0,0
"8415",0,0.08,0,0.01,0.01,0.01,0.07,0.18,0.01,0.05
"8416",0,0.04,0,0,0,0,0,0.05,0.01,0.01
"8417",0.01,0.05,0.19,0.1,0,0.68,0.14,0.14,0.02,0.03
"8418",0,0.06,0.01,0.02,0,0,0.01,0.01,0,0
"8419",0,0.05,0.01,0.02,0,0.02,0.05,0.01,0.01,0.01
"8420",0,0.08,0,0.01,0.01,0,0.02,0.13,0.03,0.12
"8421",0,0.09,0,0.02,0,0,0.02,0.16,0,0.09
"8422",0,0.02,0.01,0,0,0,0.04,0.01,0,0
"8423",0,0.04,0,0.08,0,0,0,0,0,0.01
"8424",0,0.07,0,0.01,0,0,0,0,0,0
"8425",0,0.12,0,0.01,0,0,0.04,0.01,0,0.02
"8426",0,0.05,0.01,0.19,0,0.01,0.02,0.09,0.01,0.02
"8427",0,0.01,0.01,0,0,0,0.01,0,0,0
"8428",0,0.06,0,0.95,0,0,0.01,0.01,0.01,0.03
"8429",0,0.07,0,0.2,0.01,0,0.01,0.01,0.01,0.06
"8431",0,0.15,0.03,0,0,0,0.01,0,0,0.01
"8433",0,0.2,0.03,0.07,0,0,0.05,0.29,0,0.26
"8434",0,0.19,0.01,0.48,0,0,0.02,0.01,0,0.15
"8436",0,0.07,0,0.11,0,0,0.01,0.04,0.02,0.08
"8437",0,0.06,0.01,0.01,0,0,0.04,0.01,0,0.05
"8438",0,0.13,0.01,0.01,0,0,0.02,0,0,0.01
"8440",0,0.01,0,0.01,0.96,0,0.01,0.01,0,0
"8441",0,0.2,0,0.01,0,0,0.02,0.02,0,0.03
"8442",0,0.91,0,0.01,0,0,0.01,0.15,0,0.15
"8444",0,0.02,0,0.03,0,0,0,0,0,0
"8445",0,0.15,0.04,0.16,0.02,0.01,0.05,0.2,0.01,0.14
"8447",0,0.01,0,0,0,0,0.01,0.02,0,0
"8449",0,0.05,0.34,0.22,0.02,0.28,0.02,0.03,0.02,0.01
"8450",0,0.13,0.01,0,0,0,0.01,0.01,0,0.01
"8451",0,0.09,0.01,0.04,0,0,0.02,0.02,0,0.05
"8452",0,0.61,0,0.05,0,0,0.02,0.41,0,0.01
"8453",0,0.06,0.06,0.01,0,0.51,0.02,0.02,0,0.01
"8454",0,0.78,0,0.14,0,0,0.01,0.11,0.02,0.08
"8455",0,0.04,0,0.03,0,0,0,0,0,0.03
"8457",0,0.16,0.02,0.01,0,0,0.03,0.01,0,0.03
"8458",0,0.07,0,0.04,0,0,0.02,0.02,0.02,0.04
"8462",0,0.1,0.02,0.01,0,0,0.02,0.01,0,0.02
"8463",0,0.15,0,0.03,0,0,0,0.01,0,0.02
"8464",0,0.03,0,0,0,0,0,0,0,0
"8467",0,0.05,0.01,0.02,0,0,0.02,0.21,0,0.61
"8469",0,0.01,0,0.02,0,0,0.01,0.01,0,0
"8470",0,0.59,0,0.05,0,0,0,0.15,0.01,0.23
"8471",0,0.05,0,0.04,0,0,0,0.01,0.02,0.04
"8472",0,0.01,0,0,0,0,0,0,0,0.01
"8474",0,0.01,0,0.03,0,0,0,0,0,0
"8475",0,0.08,0.01,0.02,0,0,0,0.02,0,0.01
"8477",0,0.82,0,0.02,0,0,0,0.25,0,0.05
"8478",0,0.97,0,0.04,0,0,0,0.04,0,0.02
"8479",0,0,0,0,0,0,0,0.02,0,0
"8483",0,0.13,0,0.01,0.02,0,0.04,0.23,0.02,0.18
"8484",0,0.23,0.01,0.01,0,0,0.02,0.02,0,0.02
"8485",0,0.01,0,0.05,0,0,0,0,0,0
"8486",0,0.01,0,0.02,0,0,0,0,0,0
"8489",0,0.04,0,0.01,0,0,0,0,0,0
"8491",0,0.04,0,0.01,0,0,0,0,0,0.01
"8492",0,0.03,0.08,0.11,0,0.2,0.04,0.05,0.01,0.01
"8497",0,0.03,0,0.01,0,0,0,0,0,0
"8507",0,0.03,0.02,0.04,0,0.01,0.01,0.07,0.05,0.04
"8509",0,0.03,0.01,0.13,0,0.02,0.02,0.08,0.02,0.01
"8512",0,0.01,0,0.01,0,0,0,0,0,0
"8515",0,0.07,0.2,0.03,0.38,0.26,0.59,0.22,0.15,0.03
"8516",0,0.05,0.01,0.02,0,0,0.2,0.02,0,0.01
"8517",0,0.07,0,0.01,0,0,0,0,0,0.02
"8518",0,0.42,0,0,0,0,0.01,0,0,0.02
"8519",0,0.03,0,0,0,0,0.01,0,0,0.01
"8520",0,0.06,0,0,0,0,0.01,0,0,0.02
"8521",0,0.02,0.04,0.17,0,0.03,0.03,0.09,0.02,0.02
"8531",0,0.02,0,0,0,0,0.01,0.03,0.01,0.05
"8532",0.02,0.23,0.48,0.24,0.03,0.29,0.17,0.29,0.04,0.13
"8533",0,0.81,0.04,0.49,0,0,0.04,0.12,0.02,0.16
"8538",0,0.07,0.03,0,0,0,0,0.05,0.2,0.02
"8540",0,0.07,0.01,0,0,0,0,0,0,0.01
"8541",0,0.04,0.01,0.13,0.02,0.05,0.02,0.3,0.05,0.08
"8544",0,0.1,0,0.01,0,0,0.01,0,0,0.02
"8546",0,0.04,0,0,0,0,0,0.03,0.24,0.01
"8549",0,0.07,0,0,0,0,0,0,0,0.01
"8550",0,0.07,0,0,0,0,0,0,0,0.02
"8552",0,0.16,0.04,0.03,0.03,0,0.01,0.2,0.21,0.15
"8554",0,0.11,0.01,0,0,0,0,0.01,0,0.02
"8556",0,0.05,0.02,0.02,0,0,0.01,0.02,0.01,0.02
"8558",0,0.06,0,0,0,0,0,0.02,0,0.01
"8560",0,0.02,0,0,0,0,0.01,0.08,0,0.01
"8562",0,0.15,0,0.01,0,0,0,0.04,0,0.01
"8564",0,0.08,0,0.01,0,0,0,0,0,0.01
"8565",0,0.04,0,0,0,0,0,0.02,0,0
"8567",0,0.08,0.04,0.01,0.06,0,0.01,0.07,0.01,0.11
"8568",0,0.03,0,0,0,0,0.01,0.05,0,0
"8572",0,0.02,0,0,0,0,0,0.01,0,0
"8574",0,0.03,0,0,0,0,0,0.03,0,0.01
"8576",0,0.03,0,0,0,0,0,0.01,0,0
"8577",0,0.04,0,0,0,0,0,0.02,0,0.01
"8578",0,0.06,0,0,0,0,0,0.01,0,0.01
"8580",0,0.02,0.01,0,0.04,0,0.01,0.14,0.01,0.17
"8590",0,0.1,0.01,0.02,0,0,0.02,0.03,0,0.04
"8603",0,0.02,0.01,0.13,0,0.09,0.01,0.07,0.04,0.02
"8630",0,0.17,0.01,0.05,0,0.01,0.03,0.06,0,0.04
"8631",0.01,0.06,0.1,0.01,0,0.13,0.26,0.04,0.01,0.04
"8632",0,0.1,0.04,0.05,0,0.01,0.04,0.02,0,0.03
"8633",0,0.01,0.01,0,0,0,0.01,0,0,0
"8635",0,0.08,0.01,0,0,0,0.02,0,0,0.01
"8636",0,0.02,0,0.03,0,0,0,0,0,0
"8637",0,0.98,0,0.02,0,0,0.01,0.01,0,0.01
"8638",0,0.03,0.01,0.08,0.65,0,0.96,0.01,0.01,0.06
"8639",0,0.17,0.01,0.03,0,0.01,0.01,0.01,0,0.01
