"","Aminoimidazoles","Benzenoids","Carboximidamides","Dialkylamines","Glycosylamines","Guanidines","Imidazoles","Lactams","Peptidomimetics","Pyrrolidines"
"8640",0,0.08,0,0.28,0,0.02,0.01,0.03,0.02,0.21
"8642",0,0.11,0.02,0.01,0,0,0.07,0.02,0,0.02
"8643",0,0.16,0,0,0,0,0.02,0,0,0
"8645",0,0.11,0,0.03,0,0,0.04,0.18,0.01,0.39
"8646",0,0.15,0,0.05,0,0,0.01,0,0,0.01
"8648",0,0.73,0,0.02,0,0,0,0.01,0,0.01
"8649",0,0.56,0,0.01,0,0,0,0.03,0,0
"8650",0,0.01,0,0,0,0,0,0,0,0
"8653",0,0.14,0.03,0.09,0.02,0,0.02,0.29,0.02,0.39
"8654",0,0.18,0.05,0.09,0,0.02,0.02,0.03,0,0.1
"8656",0,0.01,0,0.01,0,0,0,0,0,0
"8659",0,0.11,0.01,0.09,0,0.08,0.01,0.1,0.03,0.01
"8661",0,0.12,0,0,0,0,0,0,0,0.01
"8662",0,0.02,0.01,0.03,0,0,0.01,0.03,0.02,0.04
"8664",0,0,0,0,0,0,0.02,0.01,0,0
"8666",0,0.07,0.19,0.03,0.38,0.26,0.59,0.23,0.16,0.03
"8667",0,0.04,0,0,0,0,0.01,0,0,0.02
"8668",0.01,0.56,0.02,0.09,0,0,0.15,0.02,0,0.05
"8674",0,0.04,0,0.01,0,0,0.01,0,0,0.03
"8678",0,0.01,0.01,0,0,0,0,0.08,0.27,0.01
"8679",0,0.01,0,0.03,0,0,0,0.06,0.02,0.04
"8680",0,0.05,0,0.01,0,0,0.01,0,0,0
"8681",0,0.04,0,0,0,0,0.01,0,0,0
"8682",0,0.06,0,0,0,0,0,0,0,0.03
"8686",0,0.17,0.02,0.01,0,0,0.01,0.02,0,0.02
"8687",0,0.08,0.09,0.05,0.01,0.05,0.07,0.1,0.14,0.12
"8688",0,0.03,0,0,0,0,0.01,0,0,0
"8689",0,0.03,0,0.01,0,0,0,0,0,0.01
"8691",0,0.12,0,0,0,0,0,0.01,0,0.01
"8692",0,0.02,0.02,0,0.01,0,0.02,0.05,0,0.09
"8693",0,0.05,0,0,0,0,0,0,0.02,0.01
"8695",0,0.02,0,0,0,0,0,0.01,0,0
"8696",0,0.05,0.03,0.06,0.01,0,0.03,0.11,0,0.08
"8699",0,0.01,0,0,0,0,0.01,0.03,0,0.04
"8700",0,0.06,0,0,0,0,0,0.01,0,0
"8701",0,0.13,0.01,0.11,0,0,0,0.07,0,0.02
"8704",0,0.03,0.04,0.01,0,0,0,0.01,0,0.02
"8707",0,0.38,0,0.05,0,0,0,0.02,0,0.02
"8711",0,0.11,0,0.01,0,0,0,0.03,0,0.01
"8724",0,0.08,0.01,0.01,0,0,0.01,0.01,0,0.02
"8725",0.02,0.09,0.19,0.14,0,0.14,0.17,0.06,0.02,0.26
"8727",0,0.04,0,0.06,0,0,0,0,0,0
"8728",0.01,0.72,0,0.01,0,0,0.02,0.05,0,0
"8729",0.02,0.02,0.04,0.11,0,0.27,0.05,0.01,0.02,0.04
"8730",0,0.09,0.01,0.04,0,0,0.02,0.02,0.01,0.02
"8732",0,0.01,0.01,0,0,0,0.01,0,0,0
"8736",0,0.01,0,0.03,0,0,0,0,0,0
"8737",0,0.11,0,0.07,0,0,0,0,0,0
"8738",0,0.18,0.09,0.02,0,0.01,0.07,0.02,0,0.02
"8740",0,0.14,0,0,0,0,0.01,0,0,0.02
"8741",0,0.04,0.01,0.01,0,0,0.02,0.03,0,0.03
"8742",0,0.72,0,0.02,0,0,0.01,0.03,0,0.01
"8743",0,0.36,0.01,0.04,0,0,0.01,0.03,0,0.02
"8746",0,0.09,0,0.05,0,0,0.01,0.01,0,0.02
"8749",0,0.03,0.01,0.01,0,0,0,0,0,0
"8750",0,0.1,0.01,0.02,0,0,0.02,0.04,0,0.05
"8751",0,0.38,0.04,0.06,0,0,0.04,0.07,0,0.04
"8753",0,0.19,0.03,0.17,0,0,0.01,0.1,0.03,0.16
"8755",0,0.01,0,0.01,0,0.01,0,0,0,0
"8757",0,0.17,0.03,0.66,0.01,0,0.01,0.06,0.01,0.14
"8759",0,0.25,0.01,0.01,0.01,0,0.05,0.33,0.1,0.25
"8764",0,0.03,0.01,0.12,0,0.04,0,0.07,0.01,0.02
"8766",0,0,0,0,0,0,0.02,0.01,0,0
"8767",0,0.01,0.13,0.12,0.01,0.22,0.04,0.04,0.01,0.04
"8771",0,0.02,0,0.01,0,0,0,0,0,0
"8778",0,0.04,0,0,0,0,0,0,0,0
"8779",0,0.04,0.03,0.1,0,0.05,0.02,0.12,0.03,0.03
"8781",0,0.02,0.01,0.11,0,0.03,0.02,0.12,0.01,0.01
"8782",0,0.06,0.01,0,0,0,0,0.11,0.37,0.02
"8785",0,0.03,0.01,0.09,0.01,0.02,0.01,0.16,0.06,0.03
"8786",0,0.06,0.01,0.11,0,0,0.02,0.04,0.02,0.09
"8796",0,0.06,0.12,0.02,0.03,0,0.02,0.15,0.05,0.07
"8798",0,0.1,0,0,0,0,0.01,0.02,0,0.01
"8804",0,0.08,0.01,0.01,0,0,0.01,0.1,0,0.02
"8805",0,0.01,0,0.02,0,0.01,0.02,0.14,0.08,0.03
"8817",0,0.04,0.79,0.05,0,0.96,0.04,0.12,0,0.03
"8818",0,0.11,0.01,0.02,0,0,0.06,0.01,0.01,0.03
"8819",0,0.07,0,0.11,0,0,0.02,0.08,0.05,0.09
"8820",0.02,0.11,0.09,0.03,0,0.37,0.47,0.06,0,0.02
"8821",0,0.14,0.01,0.03,0,0,0.02,0.01,0,0.04
"8823",0,0.88,0.01,0.01,0,0,0,0,0.01,0
"8826",0,1,0.99,0.02,0,1,0,0,0.01,0.01
"8827",0,0.07,0.02,0.01,0,0,0.06,0.03,0.01,0.02
"8828",0,0.22,0.02,0.05,0,0,0.04,0.02,0,0.05
"8829",0,0.1,0,0,0,0,0.01,0.01,0,0.02
"8830",0,0.32,0,0,0,0,0.03,0.01,0,0.02
"8831",0,0.06,0.03,0.04,0,0.01,0.07,0.08,0.01,0.07
"8832",0,0.09,0,0.02,0,0,0.03,0.01,0,0.02
"8836",0,0.93,0,0.02,0,0,0,0.05,0,0.02
"8840",0,0.01,0,0.02,0,0,0,0,0,0
"8841",0,0.02,0.19,0.11,0.68,0.05,0.65,0.23,0.01,0.06
"8843",0,0.02,0,0.01,0,0,0,0,0,0
"8845",0,0.03,0,0,0,0,0.01,0,0,0.02
"8847",0,0.05,0,0,0,0,0,0,0,0.01
"8856",0,0.07,0,0.01,0,0,0,0.01,0,0
"8858",0,0.03,0,0.06,0.01,0,0,0.11,0.03,0.04
"8859",0,0.01,0.04,0.05,0,0,0.01,0.03,0.07,0.03
"8866",0,0.82,0.01,0.02,0,0,0.01,0.05,0.01,0.01
"8867",0,0.08,0,0,0,0,0.02,0.01,0,0.02
"8868",0,0.08,0.01,0.02,0,0,0.02,0,0,0.02
"8869",0,0.2,0,0,0,0,0.02,0.01,0,0.01
"8871",0,0.09,0,0,0,0,0.01,0.01,0,0.01
"8872",0,0.02,0.01,0.02,0,0,0,0,0,0.01
"8875",0,0.04,0,0.01,0.02,0.02,0.03,0.13,0.01,0.25
"8876",0,0.03,0,0.02,0,0,0.02,0.22,0,0.43
"8877",0,0.14,0.03,0.02,0,0.02,0.03,0.03,0,0.01
"8878",0.03,0.03,0.04,0.27,0.04,0.06,0.1,0.05,0.05,0.05
"8879",0,0.31,0.05,0.23,0.02,0.04,0.12,0.13,0.01,0.12
"8881",0,0,0,0,0,0,0,0.01,0,0
"8886",0,0.11,0.01,0.02,0,0.01,0,0.13,0,0.04
"8887",0,0.08,0.01,0.02,0,0,0.01,0.05,0,0.04
"8895",0,0.04,0,0.09,0.01,0.02,0.02,0.08,0.06,0.03
"8896",0,0.01,0.05,0.02,0.01,0,0.01,0.1,0.1,0.03
"8897",0,0.14,0,0.02,0,0,0.01,0.03,0,0.01
"8898",0,0.04,0.02,0.25,0,0,0,0,0,0
"8899",0,0.1,0,0,0,0,0.02,0.01,0,0.01
"8900",0,0.07,0.01,0.01,0,0.02,0.02,0.15,0,0.03
"8902",0,0.03,0,0.04,0,0,0,0,0,0
"8903",0,0.1,0.01,0.01,0,0,0,0.01,0,0.02
"8904",0,0.15,0.01,0.07,0,0.02,0.05,0.05,0.01,0.03
"8905",0,0.18,0.02,0.01,0,0,0.05,0.01,0,0.02
"8907",0,0.11,0,0,0,0,0,0,0,0.02
"8908",0,0.13,0,0.01,0,0,0.01,0,0,0.04
"8909",0,0.08,0,0.02,0,0.01,0.01,0.33,0,0.08
"8910",0,0.13,0,0,0,0,0,0.02,0,0
"8911",0,0.22,0.01,0.02,0,0,0.03,0.04,0,0.02
"8912",0,0.12,0,0.02,0,0,0,0.01,0,0
"8913",0,0.13,0,0.01,0,0,0,0,0,0
"8914",0,0,0,0,0,0,0,0.03,0,0
"8916",0,0.02,0,0.02,0,0,0,0.01,0,0.01
"8919",0,0.02,0,0.01,0,0,0,0,0,0
"8922",0,0.02,0,0.05,0,0,0,0,0,0
"8923",0,0.03,0,0,0,0,0,0,0,0
"8934",0,0.04,0.02,0.02,0.01,0,0.05,0.07,0,0.07
"8939",0.01,0.03,0.06,0.07,0.02,0.01,0.56,0.12,0,0.06
"8941",0,0.97,0,0,0,0,0.01,0,0,0
"8942",0,0.06,0.01,0.02,0.01,0.03,0.02,0.05,0.02,0.15
"8943",0,0.22,0,0.12,0,0,0.05,0.1,0.01,0.23
"8944",0,0.01,0.03,0.01,0,0.03,0.03,0.31,0.02,0.04
"8945",0,0.04,0.01,0,0,0,0.02,0.01,0,0.04
"8946",0,0.07,0.01,0.12,0,0,0.05,0.27,0,0.35
"8947",0,0.01,0,0.03,0,0.01,0,0.01,0,0.01
"8948",0,0.18,0,0.03,0,0,0.02,0.67,0,0.73
"8950",0,0.52,0,0.03,0,0,0.02,0.21,0.01,0.13
"8956",0,0.05,0,0.16,0,0,0.01,0.08,0.01,0.09
"8959",0,0.09,0.01,0.02,0,0,0.01,0.01,0,0.02
"8960",0,0.38,0,0.01,0,0,0.01,0.1,0,0.04
"8962",0,0.01,0.01,0.05,0,0,0,0,0,0
"8963",0,0.25,0.01,0.04,0,0,0.01,0.03,0,0.01
"8964",0,0.1,0.01,0.03,0.01,0.01,0.02,0.11,0.08,0.49
"8965",0,0.1,0,0.17,0,0.01,0.03,0.07,0.12,0.02
"8966",0,0.04,0,0,0,0,0,0,0,0
"8969",0,0.02,0.06,0.05,0.01,0.03,0.03,0.05,0.02,0.02
"8970",0,0.08,0.02,0.08,0,0,0.08,0.04,0,0.14
"8971",0,0.31,0,0.02,0,0,0.01,0.01,0,0.03
"8972",0,0.08,0,0.63,0.01,0.01,0,0.05,0.05,0.06
"8976",0,0.07,0.01,0.47,0.02,0.06,0.02,0.03,0.02,0.03
"8977",0,0.07,0,0,0,0,0.01,0.02,0,0.01
"8978",0,0.15,0,0.01,0,0,0,0,0,0.01
"8979",0,0.22,0,0.02,0,0,0.01,0.03,0,0.03
"8981",0,0.08,0,0.07,0,0.07,0,0.03,0.01,0.01
"8983",0,0.04,0.02,0.06,0,0.02,0.02,0.16,0.02,0.03
"8984",0,0.04,0.01,0.06,0.01,0.11,0.01,0.06,0.02,0.01
"8985",0,0.11,0.01,0,0,0,0.03,0.01,0,0.05
"8986",0,0.43,0.02,0.03,0,0.01,0.04,0.01,0,0.01
"8987",0,0.37,0,0.04,0.01,0,0.02,0.02,0,0.03
"8988",0,0.68,0,0.02,0.01,0,0.01,0.07,0,0.13
"8989",0,0.16,0.01,0.04,0,0,0.02,0.01,0,0.03
"8991",0,0.24,0,0.05,0,0,0.02,0.02,0,0.06
"8993",0,0.08,0,0.03,0.01,0,0.02,0.09,0,0.05
"8995",0,0.4,0,0,0.01,0,0,0.01,0,0
"8998",0,0.84,0.01,0.25,0,0,0.02,0.02,0,0.03
"9001",0,0.02,0,0,0,0,0,0,0,0
"9003",0,0.01,0,0.03,0,0,0.01,0,0,0
"9004",0,0.04,0,0,0,0,0,0.05,0,0.01
"9005",0,0,0,0,0,0,0,0,0,0
"9006",0,0,0,0.02,0,0,0,0,0,0
"9007",0,0.05,0.04,0.02,0.02,0,0.08,0.07,0,0.06
"9010",0,0.01,0,0,0.05,0,0,0.06,0,0.07
"9020",0,0.1,0,0.02,0,0,0.01,0.2,0,0.02
"9021",0.04,0.05,0.06,0.05,0,0.07,0.22,0,0,0.02
"9022",0,0.11,0.01,0.02,0,0,0.03,0.04,0,0.02
"9023",0,0.09,0.21,0.01,0,0.04,0.07,0.04,0,0.08
"9024",0,0.16,0.01,0,0,0,0.01,0.01,0,0.01
"9025",0,0.03,0.01,0.01,0,0,0.01,0.01,0,0.03
"9027",0,0.26,0,0.01,0,0,0.03,0,0,0.01
"9028",0,0.03,0.01,0,0,0,0,0,0,0
"9029",0,0.21,0,0.01,0,0,0,0.01,0,0.01
"9030",0.04,0.07,0.06,0.07,0,0.02,0.04,0.07,0.02,0.01
"9032",0,0.69,0,0.02,0,0,0.01,0.03,0,0.02
"9033",0,0.18,0,0.02,0,0,0.01,0.02,0,0.04
"9034",0,0.49,0.02,0.02,0,0,0.02,0.02,0,0.04
"9036",0,0.14,0,0,0,0,0,0.01,0,0.01
"9037",0,0.12,0.01,0.13,0,0,0.02,0.29,0,0.5
"9038",0,0.16,0.01,0.04,0,0,0.05,0.01,0,0.02
"9039",0,0.17,0.02,0.04,0,0.01,0.07,0.07,0,0.11
"9041",0,0.16,0.01,0.02,0,0,0.04,0.01,0.01,0.01
"9045",0,0.55,0,0.05,0.01,0.01,0.01,0.34,0.01,0.09
"9047",0,0.12,0,0.09,0,0,0.05,0.05,0.13,0.04
"9049",0,0.05,0,0.17,0,0.03,0,0.03,0.01,0.01
"9052",0,0.07,0.01,0.01,0,0,0.01,0.07,0.02,0.37
"9057",0,0.06,0,0,0,0,0.01,0.67,0,0.03
"9058",0,0.28,0.04,0,0,0,0.02,0.04,0,0.03
"9059",0.08,0.02,0.07,0.06,0,0.21,0.95,0.01,0.02,0.02
"9060",0,0.17,0.01,0.05,0,0,0.02,0.04,0,0.04
"9061",0,0.18,0,0.02,0,0,0,0.01,0,0.02
"9067",0,0.07,0.01,0.25,0,0.01,0.03,0.04,0.01,0.04
"9069",0,0.1,0.01,0.01,0,0,0.03,0.11,0.01,0.17
"9071",0,0.12,0.01,0.16,0,0.02,0.01,0.05,0.03,0.03
"9072",0,0.09,0,0.01,0,0,0,0.01,0,0.02
"9073",0,0.02,0,0.03,0,0.03,0,0.07,0.04,0.02
"9075",0,0.02,0.01,0,0.06,0,0,0.03,0,0.04
"9082",0,0.01,0,0.02,0,0,0,0,0,0
"9083",0,0.09,0,0.02,0,0,0,0,0,0.01
"9085",0,0.12,0,0.39,0.01,0.02,0.1,0.14,0.03,0.06
"9086",0,0.06,0,0.82,0,0,0.02,0.33,0.01,0.83
"9088",0,0.06,0.02,0.05,0,0,0.03,0.03,0,0.01
"9089",0,0.07,0,0.01,0,0,0,0,0,0
"9090",0,0.07,0.01,0.01,0,0,0,0.01,0.01,0.01
"9091",0,0.14,0,0,0,0,0.01,0,0,0.01
"9092",0,0.14,0,0.01,0,0,0,0.17,0,0.07
"9093",0,0.09,0,0.05,0,0,0,0.01,0,0.01
"9094",0,0.1,0.04,0.04,0,0,0.05,0.02,0.01,0.03
"9095",0,0.08,0.01,0.15,0,0.01,0.01,0.03,0,0.13
"9096",0,0.05,0,0.02,0.01,0.01,0.15,0.09,0.15,0.05
"9098",0,0.02,0,0.21,0,0,0,0,0,0
"9099",0,0.27,0,0.01,0,0,0,0.03,0,0.02
"9101",0,0.53,0.01,0.03,0.01,0,0.02,0.22,0.01,0.51
"9104",0,0.08,0.01,0.19,0.02,0.02,0.07,0.13,0.04,0.05
"9106",0,0.04,0,0.05,0,0,0.03,0.03,0.02,0.25
"9107",0,0.09,0.04,0.26,0,0.02,0.06,0.17,0,0.12
"9109",0,0.02,0,0.01,0,0,0,0,0,0.02
"9110",0,0.03,0,0,0,0,0,0,0,0
"9112",0,0.74,0.01,0.19,0,0,0.04,0.08,0,0.06
"9113",0,0.1,0,0.01,0,0,0.09,0.02,0,0.01
"9114",0,0.09,0.01,0.02,0,0,0.02,0.01,0,0.02
"9115",0,0.95,0,0,0,0,0,0.32,0,0.19
"9116",0,0.06,0,0.18,0,0,0.02,0.04,0.05,0.01
"9117",0,0.12,0.01,0.01,0,0,0.01,0.01,0,0.05
"9118",0,0.12,0.01,0.01,0,0,0.02,0.25,0.01,0.15
"9122",0,0.01,0,0,0,0,0,0,0,0
"9125",0,0.02,0.01,0,0,0,0.01,0.11,0.23,0.01
"9130",0,0.16,0,0.01,0,0,0.02,0.01,0,0.03
"9131",0,0.65,0,0.34,0.01,0,0.01,0.29,0.01,0.49
"9132",0,0.5,0.03,0.15,0.02,0.1,0.04,0.15,0,0.04
"9146",0,0.01,0.02,0,0,0,0,0.05,0.16,0.01
"9151",0,0.03,0.07,0,0,0.03,0.35,0.12,0,0.03
"9152",0,0.07,0,0.78,0,0,0.01,0.11,0.01,0.19
"9153",0,0.07,0,0.02,0,0,0.01,0.14,0.04,0.37
"9154",0,0.03,0,0.04,0,0,0,0.01,0,0
"9155",0,0.02,0,0.04,0,0,0,0.02,0,0
"9157",0,0.02,0.16,0.15,0.01,0.84,0.02,0.02,0.06,0.02
"9159",0,0.04,0,0.09,0,0,0,0.01,0,0
"9160",0,0.03,0,0.07,0,0,0,0.03,0,0.01
"9167",0,0.03,0.01,0.21,0,0.01,0.01,0.22,0.12,0.07
"9175",0,0.26,0.01,0.01,0,0,0.02,0.01,0,0.03
"9178",0,0.03,0,0.14,0.01,0,0.01,0.04,0,0.08
"9179",0,0.14,0,0.01,0,0,0.01,0.49,0,0.76
"9182",0,1,1,0,0,1,0,0,0,0
"9183",0,0.11,0.01,0.11,0,0,0.01,0.04,0.01,0.06
"9188",0,0.03,0.02,0.17,0.01,0.07,0.04,0.02,0.09,0.01
"9192",0.02,0.04,0.13,0.03,0,0.15,0.08,0.07,0.03,0.02
"9193",0,0.04,0,0.01,0,0,0.01,0.01,0,0.02
"9194",0,0.11,0,0,0,0,0.04,0.01,0,0.02
"9195",0,0.04,0,0.03,0,0,0.02,0.12,0,0.02
"9197",0,0.27,0,0.02,0,0,0.01,0.01,0,0.03
"9198",0.01,0.01,0.13,0.05,0.48,0.4,0.83,0.02,0.12,0.01
"9199",0,0,0,0,0,0,0,0.01,0,0
"9205",0,0.02,0.07,0.09,0.01,0.04,0.46,0.42,0.04,0.21
"9209",0,0.42,0.01,0.29,0,0,0.02,0.13,0,0.02
"9211",0,0.03,0,0,0,0,0.01,0,0,0
"9213",0,0.06,0,0.03,0,0,0,0.04,0.01,0.03
"9217",0.01,0.09,0.09,0.17,0.01,0.09,0.57,0.54,0.04,0.24
"9218",0,0.06,0,0.01,0,0,0.01,0,0,0
"9221",0,0.83,0,0.01,0,0,0.05,0.11,0,0.03
"9222",0,0.14,0.01,0.07,0,0,0.02,0.01,0,0.04
"9223",0,0,0,0.02,0,0,0,0.01,0,0
"9224",0,0.02,0,0.05,0,0,0,0.01,0,0.01
"9225",0,0.1,0,0,0,0,0,0,0,0.01
"9231",0,0.05,0,0.01,0,0,0,0,0,0.01
"9232",0,0.01,0.02,0.02,0.04,0,0.06,0.09,0,0.06
"9234",0,0.03,0,0,0,0,0.01,0,0,0.03
"9237",0,0.03,0.36,0,0,0.04,0.05,0,0,0.01
"9239",0,0.02,0.01,0.02,0,0.02,0.63,0.32,0,0.01
"9240",0.06,0.03,0.07,0.14,0,0.02,0.66,0.03,0,0.03
"9241",0.04,0.03,0,0.03,0,0.01,0.98,0.3,0,0.1
"9244",0,0.05,0,0.01,0,0,0,0,0,0.01
"9251",0,0.61,0.04,0.05,0,0.03,0.02,0.03,0,0.02
"9252",0,0.11,0.01,0.01,0,0,0.02,0.02,0,0.08
"9253",0,0.06,0,0.06,0,0,0.05,0.83,0.03,0.49
"9254",0,0.02,0,0,0,0,0.07,0.49,0,0.95
"9255",0,0.02,0.02,0.04,0,0.05,0.01,0.01,0,0.01
"9256",0,0.09,0,0.63,0,0,0,0.01,0,0.02
"9257",0,0.08,0.01,0.16,0.01,0.01,0.08,0.18,0.04,0.11
"9258",0,0.02,0.01,0.02,0,0,0.02,0.22,0.04,0.05
"9259",0,0.11,0.01,0.28,0,0,0.01,0.04,0.02,0.02
"9261",0,0.01,0,0.04,0,0,0,0,0,0
"9264",0,0.03,0.01,0.02,0,0.01,0.01,0.35,0.01,1
"9265",0,0.01,0,0,0,0,0,0,0,0.01
"9269",0,0,0,0.01,0,0,0.02,0.82,0.13,1
"9278",0,0,0.03,0.12,0,0.01,0.07,0.64,0.01,1
"9287",0,0.99,0,0,0,0,0,0.26,0.17,1
"9299",0,0.17,0.05,0.03,0,0,0.06,0.02,0.01,0.01
"9301",0,0.06,0.02,0.22,0,0,0.01,0.01,0,0.05
"9303",0,0.23,0,0.05,0,0,0.01,0.44,0,0.74
"9305",0,0.04,0,0.09,0,0.01,0,0.02,0.01,0
"9307",0,0.05,0,0.14,0,0,0,0.03,0.01,0.01
"9311",0.03,0.02,0.01,0.05,0.01,0.04,0.04,0.11,0.01,0.01
"9312",0,0.05,0.01,0.05,0,0,0.02,0.05,0.02,0.01
"9313",0,0.06,0.01,0.37,0.01,0,0.04,0.03,0.02,0.06
"9314",0,0.05,0.04,0.24,0,0.02,0.03,0.03,0.01,0.05
"9315",0,0.98,0,0.01,0,0,0.01,0.03,0.04,0.04
"9316",0,0.08,0.01,0.01,0,0,0.02,0.02,0,0.03
"9317",0,0.04,0,0,0,0,0.01,0.01,0,0.01
"9320",0,0.1,0,0,0,0,0.05,0.01,0,0.4
"9321",0,0.04,0,0.03,0,0,0,0,0,0.01
"9322",0.01,0.1,0.07,0.07,0,0.01,0.18,0.09,0,0.06
"9325",0,0.99,0.02,0.06,0,0.01,0,0,0.01,0
"9328",0,0.05,0.04,0.32,0,0.04,0.09,0.63,0.05,0.97
"9329",0,1,0,0.07,0,0,0,0.19,0.63,1
"9335",0,0.1,0.99,0.04,0,0.99,0.08,0.11,0.01,0.18
"9336",0,0.11,0,0.01,0,0,0.03,0.01,0,0.03
"9337",0,0.09,0,0,0,0,0,0.01,0,0.01
"9338",0,0.1,0,0.69,0,0,0.02,0.02,0.02,0.02
"9339",0,0.02,0.12,0.09,0.04,0.14,0.03,0.01,0.06,0.04
"9340",0,0.01,0,0.07,0,0,0,0.05,0.01,1
"9343",0,0.14,0,0,0,0,0,0.01,0,0.01
"9357",0,0.03,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.02
"9358",0,0.02,0.01,0.06,0,0,0,0.02,0.03,0.01
"9363",0.01,0.04,0.07,0.18,0.03,0.08,0.03,0.12,0.18,0.08
"9365",0,0.06,0,0.07,0,0,0,0.01,0,0.02
"9366",0,0.12,0.02,0.04,0,0.02,0.04,0.23,0.01,0.2
"9367",0,0.07,0.28,0.17,0.01,0.31,0.06,0.03,0,0.08
"9368",0,0.64,0.01,0.02,0,0,0.03,0.02,0.01,0.01
"9369",0,0.03,0,0.1,0,0,0,0,0,0
"9373",0,0.06,0.01,0,0,0,0.01,0.02,0,0.02
"9374",0,0.05,0,0.05,0.03,0,0.06,0.39,0.02,0.22
"9375",0,0.09,0.01,0.02,0,0,0.04,0.03,0,0.01
"9376",0,0.11,0,0.02,0,0,0.02,0.03,0,0.02
"9377",0.06,0.09,0.27,0.24,0,0.55,0.1,0.16,0.02,0.05
"9379",0,0.13,0.01,0,0,0,0.01,0,0,0.01
"9380",0,0.17,0,0.9,0.02,0,0.03,0.03,0.15,0.12
"9381",0,0.23,0.01,0,0,0,0.01,0.02,0,0.03
"9383",0,0.97,0,0.2,0,0,0.01,0.15,0,0.05
"9385",0,0.16,0,0.03,0,0.01,0.05,0.04,0.04,0.03
"9386",0,0.25,0,0,0,0,0.01,0,0,0.01
"9390",0,0.03,0,0.03,0,0.01,0.06,0.01,0.23,0.08
"9392",0,0.06,0,0.01,0.01,0.02,0.11,0.05,0.25,0.09
"9393",0,0.35,0,0.02,0,0,0.02,0.04,0,0.03
"9395",0,0.08,0,0.17,0.02,0.02,0.04,0.04,0.07,0.18
"9397",0,0.03,0,0,0,0,0,0.55,0.77,0.04
"9404",0,0.2,0.01,0.01,0,0,0.01,0,0,0.03
"9405",0,0.11,0.01,0.01,0,0,0.01,0.09,0.01,0.05
"9406",0,0.01,0,0,0,0,0,0,0,0
"9407",0,0.06,0.01,0.02,0,0,0.01,0.08,0,0.11
"9408",0,0.1,0,0.01,0,0,0,0,0,0
"9410",0.02,0.05,0.04,0.05,0,0.04,0.27,0,0,0.03
"9411",0,0.17,0.01,0,0,0,0.01,0.01,0,0.01
"9414",0,0.04,0,0.08,0,0,0,0.01,0,0
"9415",0,0.02,0,0.01,0,0,0,0,0,0.01
"9416",0,0.06,0,0,0,0,0,0,0,0
"9417",0,0.02,0,0.12,0,0.15,0,0.06,0.11,0.01
"9419",0.03,0.98,0.09,0.08,0,0.01,0.29,0.01,0,0.06
"9420",0,0.17,0,0.03,0,0,0.01,0.02,0,0.01
"9421",0,0.08,0.01,0.13,0,0.01,0.04,0.32,0.01,0.19
"9422",0,0.01,0.01,0.05,0,0.04,0,0,0,0
"9423",0.33,0.02,0.04,0.23,0.01,0.2,0.67,0.03,0.05,0.02
"9424",0,0.16,0,0.08,0,0,0.02,0.17,0.01,0.07
"9425",0,0.02,0,0.06,0,0,0,0,0,0
"9426",0,0.06,0,0,0,0,0,0,0,0.01
"9428",0,0.04,0.02,0.58,0,0,0.01,0.01,0,0.02
"9429",0,0.09,0.05,0.13,0,0,0.01,0.05,0,0.02
"9431",0,0.06,0.01,0.01,0,0.01,0,0,0,0.02
"9432",0,0.23,0.02,0.17,0.06,0.01,0.08,0.07,0.03,0.08
"9433",0,0.08,0.02,0.01,0,0.01,0.05,0.02,0.01,0.03
"9434",0,0.02,0,0,0,0,0,0,0.01,0
"9435",0,0.14,0.01,0.04,0.01,0,0,0.01,0,0.01
"9436",0.03,0.09,0.19,0.2,0.01,0.12,0.14,0.04,0.02,0.21
"9438",0,0.14,0,0.32,0,0,0.02,0.02,0,0.04
"9439",0,0.07,0.06,0.49,0,0,0.09,0.01,0,0.67
"9441",0,0.09,0,0,0,0,0.01,0.09,0,0.09
"9442",0,0.16,0.01,0.05,0,0,0,0.06,0.01,0.04
"9443",0,0.14,0.03,0.12,0,0.01,0.02,0.04,0.01,0.06
"9446",0,0.03,0.04,0.01,0.01,0,0.01,0.09,0.14,0.04
"9452",0,0.08,0.01,0.24,0,0,0.01,0.01,0,0.02
"9453",0,0.2,0.03,0.03,0,0.03,0.07,0.12,0.02,0.06
"9454",0,0.13,0.63,0.17,0,0.86,0.09,0.13,0,0.15
"9455",0,0.4,0,0.2,0,0,0.01,0.13,0,0.33
"9456",0,0.07,0.95,0.29,0,1,0,0.01,0,0.02
"9457",0,0.02,0,0,0,0,0,0,0,0
"9458",0,0.03,0.01,0.01,0,0.01,0.07,0.01,0,0.02
"9459",0,0.06,0.02,0.51,0,0,0.08,0,0,0.55
"9461",0,0.65,0.01,0.03,0,0,0.01,0,0,0.02
"9462",0,0.05,0,0,0,0,0,0,0,0
"9467",0,0.03,0.01,0,0,0,0.02,0.01,0,0.01
"9469",0,0.09,0,0.12,0,0,0,0,0,0
"9470",0,0.16,0.04,0.22,0,0,0.03,0.04,0.01,0.21
"9471",0,0.11,0.04,0.09,0,0.01,0.01,0.02,0.01,0.04
"9472",0,0.16,0.01,0.02,0,0,0.01,0.01,0,0.02
"9473",0,0.11,0.16,0.12,0.05,0.12,0.01,0.02,0.01,0.01
"9474",0,0.13,0,0.01,0,0,0,0.01,0,0.01
