Taxonomy,CCE-P1706_139_D_I,CCE-P1706_140_D_I,CCE-P1706_145_D_I,CCE-P1706_146_D_I,CCE-P1706_47_D_I,CCE-P1706_49_D_I,CCE-P1706_59_D_I,CCE-P1706_61_D_I,CCE-P1706_71_D_I,CCE-P1706_73_D_I,Exp1_Pn-delicatissima_A_I,Exp1_Pn-delicatissima_A_II,Exp1_Pn-delicatissima_B_I,Exp1_Pn-delicatissima_B_II,Exp1_Pn-multiseries_A_I,Exp1_Pn-multiseries_A_II,Exp1_Pn-subpacifica_A_I,Exp1_Pn-subpacifica_A_II,Exp1_Pn-subpacifica_B_I,Exp1_Pn-subpacifica_B_II,Exp2_Pn-delicatissima_A_I,Exp2_Pn-delicatissima_B_I,Exp2_Pn-galaxiae_A_I,Exp2_Pn-galaxiae_B_I,Exp2_Pn-hasleana_A_I,Exp2_Pn-hasleana_B_I,Exp2_Pn-multiseries_A_I,Exp2_Pn-multiseries_B_I,Exp2_Pn-subpacifica_A_I,Exp2_Pn-subpacifica_B_I,Piers_Goleta_I_I,Piers_NewportBeach_I_I,Piers_NewportBeach_M_I,Piers_SantaMonica_I_I,Piers_Scripps_I_I,Piers_Scripps_M_I,Piers_StearnWharf_I_I
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8211,0,0.015310000990116113,0,0,0.041106063579817866,0,0,0,0,0.024240074274196645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06356133250900736,0,0.03879149541164293,0.09592663858022815,0.026897470725752215,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8242,0,0.004246077154196644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007083960546372799,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8324,0,0,0,0,0,0.022321748751973857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012736074611724716,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8363,0.0472198898864142,0.040068011699077644,0.06394281399940784,0.06548629266933967,0.10846665902333603,0.08850965955017015,0.08272339259257061,0.08955959023430392,0.07884379653735547,0.08933322430860434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046579903786746056,0.016462242601565924,0.024918968157034815,0.024288472787564932,0.016903085140567205,0.020385534781649384,0.07345244906307664
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011853911703205832,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022743243146739794,0.06829425018250611,0,0.016738810484364017,0.0384288526158582,0,0.013133977538355456
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003839976603889652,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8464,0.0708356065997669,0.03984215476571732,0.044693609906108926,0.0494878070542639,0.04172459088072183,0.033583906999681126,0.04255809736880526,0.040786799967227255,0.07625740344767332,0.07471165117843484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8531,0.019600961622984893,0.025479143069450184,0.03188394825195867,0.03213568594190726,0.019592282048358084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07000848038558921,0,0,0,0,0,0.09785217564234455
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011583005423108904
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8661,0,0,0.0252048724076691,0.02623717193398877,0,0,0,0,0,0.01995028135642649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01927148777004043,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8807,0,0,0,0,0,0.018463400934518523,0.007969540184353648,0.023095339384212207,0.0177613076575767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014452335930082076,0,0,0,0,0,0.016086002890804686
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8843,0.02479442602807651,0.021231917145266944,0,0.0195550359927636,0.03077379256578597,0.02172629985052453,0.030351443454744654,0,0.022930553489265933,0.020419828488248002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031680222689031015,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028339398369898662,0,0,0,0,0.029696500822433518
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8938,0.06862481813706656,0.016985074248006313,0.02556248353717631,0.02434667708686064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;8989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010974552997431655,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9035,0.003919951346941987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03008842872744743,0.031045086910797402,0,0.018012016448928077,0,0,0.0334905013970037
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9061,0.007839962929548916,0.0199171241577298,0.007378516701990942,0.009777050620545553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004377880629868333
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007680009831309492,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9180,0.009602003573780193,0.021231917145266944,0.025915164592690252,0.026956303545996166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043655364941543984,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9210,0,0,0.004259962834589132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004480267552900963,0,0.008586533128241251,0.012598549144415383,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025739933741217195,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9250,0.035719960377840906,0.014083067952780087,0.022543445738747416,0.02272140555517276,0.032787935525092675,0.030728046126261933,0.025826859450773273,0.030682451048754448,0.030766723523870877,0.03400628526870188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017559673943740074,0.01706112117854929,0,0,0,0,0.020997053680194257
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9409,0.05987106920549488,0.0478689949829094,0.09405092784498449,0.08059090067766317,0.062198533099060586,0.06461243869256358,0.045448532965398636,0.06584376772306175,0.06883999066455618,0.06805197612776072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9465,0.16377431735385223,0.05825204066580261,0.1909533405654082,0.1774563394823904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007724906407000734,0,0,0.013845640884376448,0.009758690937640563,0.01109593877530824,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9499,0.022520251934342112,0.014709328953199628,0.016499463816901944,0.011568436028869028,0.03431434847967221,0.03239077119906507,0.024565983336409525,0.033611996330355706,0.03144321659639492,0.03258227655921142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429074211985957,0.03749326600463974,0.0263950522089037,0.04561289864758315,0.0938229236274901,0.03574717210525429,0.05145098570949834
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021488190110020747,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9592,0,0,0,0,0.01517572802027589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026762789296313014,0.01735281443575205,0,0.013845640884376448,0.00796789562818579,0,0.014520251276309556
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9603,0.08297203597604068,0.04095901359534901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9611,0.11005033680005084,0.12425805132876327,0.08411851373082868,0.10006361332794339,0.11770891116350884,0.08563442367701724,0.09661026526555531,0.10406980066194452,0.12447453915222687,0.13642168632641977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6732292071960984,0.036817348085959746,0.0551965273272079,0.04545075110355078,0.04681739585745248,0.030643829438493256,0.7219572567419446
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9612,0.013001340795539065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008919983159780733,0.007083960546372799,0,0.012736074611724716,0,0.010379273696454612,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020532539180482066,0,0,0,0.01358983354916386,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9633,0.07202280776832025,0.035277776699875855,0.02484211829444601,0.03415586640841393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9662,0.010371375787376855,0.01040087870740815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020194575549771873,0,0,0,0,0,0.03017694352308212
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9701,0.003919951346941987,0,0.010434893077300843,0.015146879560681949,0.01430775256429104,0.014483566799287284,0,0.009701272828682573,0,0.01508056637725084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070518308000765756,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003153653696660322,0,0,0,0,0,0.004377880629868333
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9724,0,0,0,0,0.01517572802027589,0.01619326151226791,0,0.016803624641331096,0.012970706862439585,0.013766523666791632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031680222689031015,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9789,0,0.004246077154196644,0.01127100680064999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010459659414237953,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9798,0.028541478380953757,0.02439420225344193,0.040199113329963336,0.0469055383657038,0.023728140434781612,0,0.027029030559178612,0,0.034628262380390094,0.029848601447247027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06446785982224841,0.06530349045801012,0,0,0,0,0,0,0.027519022170829154,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01723653169661419
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9838,0.041681615941013044,0.01040087870740815,0.023334824447594243,0.03029723563501053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014560374418506102,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019184071435026113,0.022177936819555256,0,0,0,0,0.02552990301822629
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013441162413599298,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9900,0.0055436625561740725,0.006004877942398495,0.00852000297838608,0.009777050620545553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016510079425443216,0,0.00796789562818579,0.016644335129309913,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9916,0.04991343017934565,0.01588798663017547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030724571102367218,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;9948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005634123222020147,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Aureococcus anophagefferens;Aureococcus anophagefferens;Aureococcus anophagefferens;1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02349680469484239,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Aureococcus anophagefferens;Aureococcus anophagefferens;Aureococcus anophagefferens;2220,0.0622673687642972,0.024021677600491936,0.04569877822632044,0.03736615747152188,0.010116936264616445,0,0.009760705131350026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01629232170148642,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Aureococcus anophagefferens;Aureococcus anophagefferens;Aureococcus anophagefferens;3618,0.013001340795539065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Aureococcus anophagefferens;Aureococcus anophagefferens;Aureococcus anophagefferens;5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013062440054753963,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Aureococcus anophagefferens;Aureococcus anophagefferens;Aureococcus anophagefferens;896,0.013001340795539065,0,0,0.015146879560681949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01763968676021419,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Aureococcus anophagefferens;Aureococcus anophagefferens;Aureococcus anophagefferens;9564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022403136799036716,0,0.02206072130909687,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;bacterium WHC4-2;bacterium WHC4-2;bacterium WHC4-2;6481,0.009602003573780193,0.014709328953199628,0,0,0.06094871117825215,0.06970323638468673,0.04025465002222683,0.040786799967227255,0.04494571779612331,0.05078865919366014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041968883507562435,0.05369540970098959,0.023349839230746686,0.05500769940128805,0.059794209364376925,0.04964191491717543,0.07098915583851773
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Bathycoccus prasinos;Bathycoccus prasinos;Bathycoccus prasinos;7450,0.022520251934342112,0.00849223086406066,0.013471552032709968,0.016360604080610203,0.024261527166849872,0.026610221323860442,0.01952234033347064,0.02095835012211132,0.026345939223287252,0.02683826915432065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010459659414237953,0.022403136799036716,0.010295557585930948,0.01995437890087082,0.014364670135636116,0,0.014186385109677369
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Chrysochromulina sp. MBIC10513;Chrysochromulina sp. MBIC10513;Chrysochromulina sp. MBIC10513;4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020037639428906222,0,0,0,0.009609315560524157,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Corethron pennatum;Corethron pennatum;Corethron pennatum;2406,0.013001340795539065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cylindrotheca closterium;Cylindrotheca closterium;Cylindrotheca closterium;11278,0,0.00949463127786937,0,0,0.02146254432855859,0.02897017298595367,0,0,0.019456742335924933,0.01995028135642649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024947578302850184,0.02610650711323561,0.02459026497384436,0.017366315070405477,0.01797807504377772,0.01857478325485203
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cylindrotheca closterium;Cylindrotheca closterium;Cylindrotheca closterium;3367,0.03920945895776674,0.012009972425707675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cylindrotheca closterium;Cylindrotheca closterium;Cylindrotheca closterium;5102,0,0,0,0.020970640364803127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cylindrotheca closterium;Cylindrotheca closterium;Cylindrotheca closterium;6679,0.023521816796574845,0.014083067952780087,0.0159399481985107,0.01855141778811115,0,0,0,0,0,0.006156420975116832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cylindrotheca closterium;Cylindrotheca closterium;Cylindrotheca closterium;7040,0.133559382629947,0.055715433408036814,0.04745460384990803,0.04481836356407563,0,0,0,0,0,0.014438497439697785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cylindrotheca closterium;Cylindrotheca closterium;Cylindrotheca closterium;7724,0,0,0,0,0.007153693219456895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038912960718110266,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cymbomonas tetramitiformis;Cymbomonas tetramitiformis;Cymbomonas tetramitiformis;3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02873505918781273,0.020037639428906222,0,0.025474215698140838,0.03630308142287091,0.03235492357924085,0.017783915777653585
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cymbomonas tetramitiformis;Cymbomonas tetramitiformis;Cymbomonas tetramitiformis;364,0,0,0,0,0,0,0,0,0.012132942757501687,0.01508056637725084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027855871455294168,0.030556003905916142,0.016510079425443216,0.04277310600746665,0.06611375501867119,0.05874676946230248,0.02645206666853967
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cymbomonas tetramitiformis;Cymbomonas tetramitiformis;Cymbomonas tetramitiformis;3909,0,0,0,0,0.010116936264616445,0.010241249261106788,0.012601149539883571,0,0.0177613076575767,0.013060029820330782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Cymbomonas tetramitiformis;Cymbomonas tetramitiformis;Cymbomonas tetramitiformis;5267,0,0.00949463127786937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061271106760957955,0.02349680469484239,0,0.036029879905815056,0,0,0.03676672419382601
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Dolichomastix tenuilepis;Dolichomastix tenuilepis;Dolichomastix tenuilepis;10573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008381883196845238,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Dolichomastix tenuilepis;Dolichomastix tenuilepis;Dolichomastix tenuilepis;3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008919983159780733,0,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Dolichomastix tenuilepis;Dolichomastix tenuilepis;Dolichomastix tenuilepis;5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018743338589767806,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Dolichomastix tenuilepis;Dolichomastix tenuilepis;Dolichomastix tenuilepis;5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010507316957927787,0,0,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Dolichomastix tenuilepis;Dolichomastix tenuilepis;Dolichomastix tenuilepis;8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01026718773966712
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Dolichomastix tenuilepis;Dolichomastix tenuilepis;Dolichomastix tenuilepis;9582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019785550510877735,0,0.008586533128241251,0,0,0
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Emiliania huxleyi;Emiliania huxleyi;Emiliania huxleyi;2006,0.06962830377010273,0.03316890467309805,0.03159789214319118,0.027656760229312093,0.03919208979771101,0.037984037963166774,0.025204300559532714,0.03118979654732854,0.03275436765278894,0.03258227655921142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019184071435026113,0.042040877466135496,0.01348021924722348,0.030963752577389394,0.0195183113703256,0,0.023980861581827054
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;environmental clone OCS162;environmental clone OCS162;environmental clone OCS162;8918,0,0,0.0060245154375386965,0.00874483205772461,0.011311126846556213,0.01145011480217019,0.013803940776063157,0,0.009171546189131179,0.010663368645911778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09673692301461673,0.034420269128533305,0.015071457417695758,0.07413048115038398,0.044017889544382766,0.03638775111966822,0.04827467555210779
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;environmental clone OCS182;environmental clone OCS182;environmental clone OCS182;781,0.05363009584523712,0.0334397762974974,0.05114168976646634,0.04373754646807963,0.03239511321482828,0.042237571922836295,0.02982339404370322,0.0285632096840957,0.04447475683050808,0.05097520152762407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04968414423643294,0.03292894867739721,0.018663036668737244,0.022392535146150312,0.022538281753261433,0.02148840580906785,0.043462768184746474
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;environmental clone OCS54;environmental clone OCS54;environmental clone OCS54;1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008190330106031197
Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;environmental clone OCS54;environmental clone OCS54;environmental clone OCS54;3695,0.021827042616635515,0.022064988191505375,0.018074421073619035,0.02473632750747573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
