feature,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,MeanDecreaseAccuracy,MeanDecreaseGini,mean_decrease_important,multiseries_important,delicatissima_important,galaxiae_important,hasleana_important,subpacifica_important
X4799,2.8333333333333332e-5,-5.8e-5,5e-6,2.1999999999999996e-5,2.4666666666666662e-5,3.6622103386809267e-6,0.002297494481843378,not important,not important,not important,not important,not important,not important
X4800,2.6666666666666667e-5,-3e-5,5e-6,2.366666666666666e-5,1.866666666666667e-5,9.661082381670617e-6,0.0013331364117364116,not important,not important,not important,not important,not important,not important
X4801,-1.3523809523809525e-5,-3.666666666666667e-5,-1.1666666666666665e-5,2.1666666666666664e-5,-1.3333333333333333e-5,-8.4219064389343e-6,0.003599750460008974,not important,not important,not important,not important,not important,not important
X4802,0,-1.1666666666666665e-5,-1.5e-5,-1e-5,-6.666666666666667e-6,-1.1705882352941177e-5,0.0010067362082362083,not important,not important,not important,not important,not important,not important
X4803,1.6e-5,-3.666666666666666e-5,-3.166666666666667e-5,-9e-6,0,-7.525676937441643e-6,0.0014827894917145692,not important,not important,not important,not important,not important,not important
X4805,7.166666666666666e-5,6.166666666666666e-5,6.066666666666667e-5,1.18e-4,7.766666666666667e-4,2.1121625416207454e-4,0.009676660368907275,not important,not important,not important,not important,not important,not important
X4809,1.0900000000000002e-4,1.293333333333333e-4,1.17e-4,1.1733333333333333e-4,8.756666666666665e-4,2.517180008673815e-4,0.012594370568625418,not important,not important,not important,not important,not important,not important
X4810,0,0,0,6.666666666666667e-6,0,1.8181818181818183e-6,3.666666666666668e-5,not important,not important,not important,not important,not important,not important
X4811,3.899999999999999e-5,5.5e-5,-9.666666666666668e-6,1e-5,0,1.7966224951519072e-5,0.005576397168706765,not important,not important,not important,not important,not important,not important
X4812,5.966666666666667e-5,1.6e-5,-3.633333333333333e-5,-1.3666666666666664e-5,-1.5e-5,-5.679101943807826e-6,0.0025474472028707905,not important,not important,not important,not important,not important,not important
X4813,0,5.066666666666667e-5,1.833333333333333e-5,8.333333333333332e-6,8e-6,2.1007437007437003e-5,0.0014455506189716715,not important,not important,not important,not important,not important,not important
X4814,4.946666666666666e-4,2.546666666666667e-4,6.266666666666665e-4,0.0013620000000000004,6.4e-4,6.50325526468715e-4,0.021347507914557244,not important,not important,not important,not important,not important,not important
X4816,0.0042293333333333315,6.386666666666664e-4,4.263333333333333e-4,6.496666666666664e-4,-6.1000000000000005e-005,0.0010533526563735558,0.059088230013144775,not important,not important,important,not important,not important,not important
X4817,0.0045623333333333314,6.096666666666665e-4,5.666666666666663e-4,6.841904761904762e-4,6.93333333333333e-5,0.0011550987995492662,0.06155077802029155,not important,not important,important,not important,not important,not important
X4820,4.183333333333334e-4,2.2666666666666668e-4,2.8485714285714285e-4,0.0011506666666666666,4.167142857142857e-4,4.928121093732546e-4,0.018595237494672328,not important,not important,not important,not important,not important,not important
X4821,2.666666666666667e-5,-5.4e-5,-3.4e-5,2.857142857142857e-6,3.3333333333333333e-6,-8.860037021801728e-6,0.001349693912382767,not important,not important,not important,not important,not important,not important
X4825,6.1000000000000005e-005,2.856666666666667e-4,5.136666666666666e-4,5.3e-5,3.8333333333333334e-5,1.9270533869295478e-4,0.01092388727809235,not important,not important,not important,not important,not important,not important
X4827,0.006090380952380952,6.689999999999998e-4,6.969999999999999e-4,7.593333333333331e-4,4.189999999999998e-4,0.0014976283425896446,0.0778391881390714,not important,not important,important,not important,not important,not important
X4828,0.005988333333333335,7.133333333333333e-4,5.469999999999999e-4,6.18333333333333e-4,4.735238095238094e-4,0.0014788552447724283,0.07613754763971319,not important,not important,important,not important,not important,not important
X4830,9.333333333333333e-6,-6.666666666666667e-6,3e-5,-1.6666666666666675e-6,-1.2e-5,1.3790849673202617e-6,7.661713841713842e-4,not important,not important,not important,not important,not important,not important
X4831,4.886666666666665e-4,1.6766666666666669e-4,1.0266666666666668e-4,1.6585714285714288e-4,-1.1000000000000005e-5,1.9016920575124903e-4,0.012888069285391416,not important,not important,not important,not important,not important,not important
X4832,5.166666666666667e-5,6.766666666666668e-5,-8e-5,-2.5e-5,-3.999999999999999e-6,-2.6611341874499785e-6,0.0060724085980027554,not important,not important,not important,not important,not important,not important
X4835,1.3333333333333333e-5,9.999999999999997e-7,1e-5,2.466666666666667e-5,-5e-6,1.024084249084249e-5,9.02391851247539e-4,not important,not important,not important,not important,not important,not important
X4836,0,1e-5,0,0,0,1.25e-6,2.1242307692307695e-4,not important,not important,not important,not important,not important,not important
X4837,-6e-6,1.1666666666666665e-5,4.066666666666666e-5,4e-6,0,1.3268461930226635e-5,0.0018040060465849936,not important,not important,not important,not important,not important,not important
X4841,6.461904761904762e-4,2.0433333333333336e-4,6.999999999999998e-6,2.3966666666666667e-4,4.24e-4,3.102849750009192e-4,0.015116393613260311,not important,not important,not important,not important,not important,not important
X4842,0,-1.0666666666666667e-5,3.333333333333333e-5,1e-5,0,2.5098039215686274e-6,2.6220490620490624e-4,not important,not important,not important,not important,not important,not important
X4845,5e-6,-1.3333333333333333e-5,-1.6666666666666664e-5,0,0,-4.010025062656641e-6,4.743516483516484e-4,not important,not important,not important,not important,not important,not important
X4846,5.333333333333335e-6,-3.3333333333333337e-6,3.066666666666666e-5,1.0666666666666667e-5,0,1.1792124542124543e-5,0.0015313213240150802,not important,not important,not important,not important,not important,not important
X4847,1.5e-5,-3.3333333333333333e-6,2e-5,0,-2e-5,-2.3159369010762207e-6,7.976556776556774e-4,not important,not important,not important,not important,not important,not important
X4848,1.1533333333333334e-4,3.8e-4,-1.7633333333333333e-4,1.7333333333333332e-5,-2.333333333333334e-6,6.397329339047606e-5,0.009395630991588234,not important,not important,not important,not important,not important,not important
X4849,4.199999999999999e-5,-1.6666666666666664e-5,-9.133333333333334e-5,1e-5,-4e-6,-2.73012608306726e-6,0.0025709608692317137,not important,not important,not important,not important,not important,not important
X4854,4.306666666666667e-4,7.466666666666667e-5,8.004761904761905e-5,2.2252380952380953e-4,2.899999999999999e-5,1.797197070215646e-4,0.009938681098832563,not important,not important,not important,not important,not important,not important
X4855,3.566666666666666e-5,-6.666666666666667e-6,-1.6666666666666662e-6,0,0,2.795341483421979e-6,6.655345830639947e-4,not important,not important,not important,not important,not important,not important
X4856,2.333333333333333e-5,0,1.3333333333333335e-5,1.4e-5,4e-6,9.404761904761905e-6,8.045436383539833e-4,not important,not important,not important,not important,not important,not important
X4858,4e-5,2.9e-5,-1.2333333333333334e-5,1.4e-5,-6.666666666666667e-6,1.6973736188132474e-5,0.0031255722274629387,not important,not important,not important,not important,not important,not important
X4860,-6.666666666666667e-6,-3.733333333333334e-5,-3.833333333333333e-5,5e-6,3.3333333333333333e-6,-1.0876750700280114e-5,9.755220306009781e-4,not important,not important,not important,not important,not important,not important
X4861,-3.3333333333333325e-7,5e-6,-4e-5,1.6666666666666664e-5,2e-5,7.6819650937298e-6,0.0014435617078318052,not important,not important,not important,not important,not important,not important
X4864,5.543333333333334e-4,5.666666666666667e-5,3.7e-5,2.226666666666667e-4,2.6333333333333338e-5,1.8960850209302218e-4,0.01346327821640725,not important,not important,not important,not important,not important,not important
X4865,0,6.666666666666667e-6,-2e-5,1.4666666666666668e-5,0,4.300366300366301e-6,3.8243589743589744e-4,not important,not important,not important,not important,not important,not important
X4867,4e-6,4.9000000000000005e-5,3.766666666666667e-5,9e-6,0,1.6296703296703293e-5,0.001423116883116883,not important,not important,not important,not important,not important,not important
X4868,0,0,0,1e-5,0,2.1052631578947366e-6,8.857142857142858e-5,not important,not important,not important,not important,not important,not important
X4869,-1e-5,-7.066666666666666e-5,3.6666666666666666e-5,5e-6,3.404761904761905e-5,6.150452488687781e-6,0.0020749300809269847,not important,not important,not important,not important,not important,not important
X4870,4.7333333333333336e-5,-1.6666666666666652e-6,4.733333333333332e-5,3.3333333333333333e-6,3.3333333333333333e-6,2.17140277163497e-5,0.0014413982036195659,not important,not important,not important,not important,not important,not important
X4874,-1.9999999999999995e-6,1.6066666666666665e-4,4.333333333333332e-6,1.7366666666666667e-4,-4e-6,6.745565502608846e-5,0.0030744528260410607,not important,not important,not important,not important,not important,not important
X4876,-3.857142857142858e-6,2e-5,1e-5,5e-6,5e-6,2.7347733965381028e-6,4.980000000000001e-4,not important,not important,not important,not important,not important,not important
X4877,1.0800000000000001e-4,-3.333333333333334e-6,5.833333333333334e-5,1.5199999999999998e-4,7.493333333333332e-4,1.9598993000463584e-4,0.009892016068863616,not important,not important,not important,not important,not important,not important
X4879,5e-6,-2.7333333333333328e-5,-1.2666666666666667e-5,3.3333333333333333e-6,3.3333333333333333e-6,-7.129585326953749e-6,8.568775766716943e-4,not important,not important,not important,not important,not important,not important
X4881,3.766666666666666e-5,7.766666666666667e-5,5.499999999999999e-5,-1.6e-5,8.266666666666665e-5,5.318838385556653e-5,0.00297142938170374,not important,not important,not important,not important,not important,not important
X4883,0,0,0,0,0,0,0,not important,not important,not important,not important,not important,not important
X4884,7.339999999999996e-4,5.323333333333332e-4,4.3366666666666673e-4,0.001649666666666667,8.309999999999999e-4,8.447352905951976e-4,0.024598021582179785,not important,not important,not important,not important,not important,not important
X4887,0,0,-7.666666666666666e-6,0,0,-1.2598039215686273e-6,1.9700000000000002e-4,not important,not important,not important,not important,not important,not important
X4888,0,2.4666666666666662e-5,1.4e-5,0,0,9.222027972027973e-6,5.595167773403067e-4,not important,not important,not important,not important,not important,not important
X4890,8e-6,-5e-6,0,0,0,1.900452488687783e-6,3.759995559995561e-4,not important,not important,not important,not important,not important,not important
X4892,-4e-6,-2.1666666666666664e-5,-6.666666666666667e-6,0,0,-8.794677544677545e-6,5.060620490620491e-4,not important,not important,not important,not important,not important,not important
X4894,6.214285714285715e-5,-3.233333333333333e-5,5.133333333333334e-5,6.504761904761905e-5,1.4499999999999997e-4,6.520958126840478e-5,0.00696083127601122,not important,not important,not important,not important,not important,not important
X4898,3.233333333333333e-5,6.000000000000001e-6,5.433333333333334e-5,8.666666666666666e-6,8.066666666666666e-5,3.900912322971147e-5,0.004637711412738638,not important,not important,not important,not important,not important,not important
X4900,0,-1.8333333333333336e-5,3.6666666666666666e-5,4e-6,0,2.7550125313283203e-6,6.703162393162394e-4,not important,not important,not important,not important,not important,not important
X4903,6.566666666666666e-5,5.752380952380953e-5,9.666666666666667e-5,8.666666666666665e-5,2.59e-4,1.1313041653908527e-4,0.005599767944623242,not important,not important,not important,not important,not important,not important
X4904,0,-2.1333333333333335e-5,0,2.4e-5,0,3.6916971916971914e-6,2.9665945165945165e-4,not important,not important,not important,not important,not important,not important
X4906,0.005983523809523808,5.46333333333333e-4,7.506666666666665e-4,6.076666666666664e-4,4.4552380952380945e-4,0.0014913545898545928,0.07204413008947076,not important,not important,important,not important,not important,not important
X4908,2.057142857142857e-5,-2.4333333333333336e-5,3.833333333333333e-5,-2.2333333333333335e-5,3.3333333333333333e-6,1.477468180254557e-6,0.003129892773892774,not important,not important,not important,not important,not important,not important
X4909,1e-5,-6e-6,1e-5,1e-5,5e-6,8.472222222222223e-6,8.041255737726326e-4,not important,not important,not important,not important,not important,not important
X4910,2e-5,-1e-5,-5e-6,1.6666666666666669e-6,0,0,3.612857142857143e-4,not important,not important,not important,not important,not important,not important
X4916,4.166666666666666e-5,5e-6,4.666666666666666e-5,-3.3333333333333333e-6,0,1.9519647019647018e-5,8.914203574203577e-4,not important,not important,not important,not important,not important,not important
X4918,2e-5,1.0000000000000008e-6,-3.0000000000000005e-6,0,0,1.0026395173453995e-6,0.0012455587664455614,not important,not important,not important,not important,not important,not important
X4921,6.136666666666664e-4,3.1152380952380955e-4,5.323333333333332e-4,0.0014529999999999999,7.384761904761903e-4,7.395642396818865e-4,0.025799049656778966,not important,not important,not important,not important,not important,not important
X4922,0,-1.966666666666667e-5,3.999999999999999e-6,0,2.857142857142857e-6,-1.296574770258981e-6,2.5891919191919194e-4,not important,not important,not important,not important,not important,not important
X4925,5.3333333333333345e-6,0,3.3333333333333333e-6,0,1.4666666666666668e-5,7.640017275466191e-6,6.540022918258212e-4,not important,not important,not important,not important,not important,not important
X4926,0,0,0,0,0,0,2e-5,not important,not important,not important,not important,not important,not important
X4927,2.566666666666667e-5,-4.866666666666666e-5,1.7799999999999996e-4,1.0333333333333332e-5,5e-6,2.7748889998889998e-5,0.005852939207787006,not important,not important,not important,not important,not important,not important
X4929,1.4e-5,0,-6.666666666666667e-6,0,0,1.378205128205128e-6,2.8974358974358976e-4,not important,not important,not important,not important,not important,not important
X4933,1.6e-5,0,-1.633333333333333e-5,6.666666666666667e-6,0,2.710096319229446e-6,4.3869514472455657e-4,not important,not important,not important,not important,not important,not important
X4934,-1e-5,0,0,0,1.0666666666666667e-5,3.256302521008403e-7,3.421771561771562e-4,not important,not important,not important,not important,not important,not important
X4935,0,1.1666666666666665e-5,0,1.4e-5,5.833333333333333e-5,1.8590080971659916e-5,0.0013592562568213876,not important,not important,not important,not important,not important,not important
X4937,-2.666666666666666e-6,2e-5,2.333333333333333e-5,4e-6,1e-5,8.936274509803922e-6,8.193747559629912e-4,not important,not important,not important,not important,not important,not important
X4938,4e-6,-1.6e-5,-1e-5,-1.5e-5,0,-4.574175824175824e-6,3.7348754513460394e-4,not important,not important,not important,not important,not important,not important
X4940,5e-5,-6.666666666666667e-6,2.9999999999999994e-5,4.7333333333333336e-5,1.476666666666667e-4,5.3252809625874634e-5,0.0035646710284197446,not important,not important,not important,not important,not important,not important
X4941,6.666666666666667e-6,2.5e-5,-2.1666666666666664e-5,-2.857142857142857e-6,5e-6,2.585093011563601e-6,0.001649621212121212,not important,not important,not important,not important,not important,not important
X4951,1.6e-5,-2.333333333333333e-5,3.3333333333333304e-6,0,-1.2000000000000002e-5,-6.702380952380952e-6,0.0012998618962736612,not important,not important,not important,not important,not important,not important
X4952,4e-6,2e-5,1.3333333333333333e-5,0,4e-6,8.69119769119769e-6,2.048754578754579e-4,not important,not important,not important,not important,not important,not important
X4953,6.666666666666667e-6,6.666666666666667e-6,6.666666666666665e-7,2.6666666666666667e-5,4e-6,9.489962651727358e-6,8.527990245049071e-4,not important,not important,not important,not important,not important,not important
X4964,0,0,0,0,0,0,2.3854838709677422e-4,not important,not important,not important,not important,not important,not important
X4967,-2.857142857142857e-6,0,0,0,0,-1.176470588235294e-6,6e-5,not important,not important,not important,not important,not important,not important
X4968,-1e-5,-4e-6,2e-5,0,0,5.833333333333332e-7,2.3024161672829276e-4,not important,not important,not important,not important,not important,not important
X4970,0,0,0,0,0,0,2e-5,not important,not important,not important,not important,not important,not important
X4971,0,0,6.666666666666667e-6,6.666666666666667e-6,0,3.3333333333333333e-6,7.753846153846154e-5,not important,not important,not important,not important,not important,not important
X4972,1.6666666666666664e-5,-6.666666666666667e-6,0,1e-5,0,4.5423465423465425e-6,6.730920483025747e-4,not important,not important,not important,not important,not important,not important
X4974,6.666666666666667e-6,-4e-6,1e-5,0,0,3.3333333333333337e-6,1.8949494949494947e-4,not important,not important,not important,not important,not important,not important
X4975,0,0,0,5e-6,0,1.4285714285714284e-6,1.975e-4,not important,not important,not important,not important,not important,not important
X4978,6.666666666666667e-6,0,1e-5,3.3333333333333333e-6,0,3.7815126050420167e-6,2.887380952380952e-4,not important,not important,not important,not important,not important,not important
X4979,-8.533333333333334e-5,1.4066666666666665e-4,8.033333333333333e-5,2.903333333333333e-4,1.3000000000000003e-5,9.319093814682049e-5,0.006332440198359031,not important,not important,not important,not important,not important,not important
X4980,0,0,8e-6,0,0,2.857142857142857e-6,5.7142857142857135e-5,not important,not important,not important,not important,not important,not important
X4981,6.666666666666667e-6,-4e-6,1e-5,-3.3333333333333333e-6,0,1.6666666666666662e-7,2.7935164835164836e-4,not important,not important,not important,not important,not important,not important
X4982,1.6666666666666662e-6,6.666666666666666e-5,5.4333333333333324e-5,8.500000000000002e-5,-1.2000000000000002e-5,3.9485839324074617e-5,0.003470108456407585,not important,not important,not important,not important,not important,not important
X4984,0,0,0,0,0,0,1.8696078431372552e-4,not important,not important,not important,not important,not important,not important
X4986,0,6.666666666666667e-6,-4e-6,5e-6,0,1.6806722689075628e-6,2.8388386123680243e-4,not important,not important,not important,not important,not important,not important
X4988,3.3333333333333333e-6,-1.7e-5,5.166666666666667e-5,0,0,1.5384615384615385e-6,3.7165945165945174e-4,not important,not important,not important,not important,not important,not important
X4991,6.666666666666667e-6,-1e-5,1.1666666666666665e-5,0,0,2.5098039215686274e-6,1.7964646464646464e-4,not important,not important,not important,not important,not important,not important
X4995,0,-5e-6,-2.5e-5,0,0,-4.395604395604395e-6,7.025641025641028e-5,not important,not important,not important,not important,not important,not important
X4996,5e-6,0,0,0,0,1.5384615384615385e-6,8.400000000000001e-5,not important,not important,not important,not important,not important,not important
X4997,0,-2.333333333333334e-6,3.4e-5,-6.666666666666667e-6,0,2.38961038961039e-6,3.933225108225109e-4,not important,not important,not important,not important,not important,not important
X4998,1e-5,1.833333333333333e-5,5.333333333333333e-5,3.3333333333333333e-6,0,1.469871794871795e-5,8.852986074439165e-4,not important,not important,not important,not important,not important,not important
X5006,0,-1.4333333333333336e-5,-4.6333333333333326e-5,1.3333333333333333e-5,1.2000000000000002e-5,-5.429355731987312e-6,9.556428571428573e-4,not important,not important,not important,not important,not important,not important
X5007,1.0433333333333334e-4,6.166666666666667e-5,1.1366666666666669e-4,3.4e-5,-6.666666666666667e-6,6.83769727005021e-5,0.006610710505599937,not important,not important,not important,not important,not important,not important
X5011,-5e-6,3.166666666666668e-5,3.233333333333333e-5,2.7333333333333335e-5,-5e-6,2.0846872082166196e-5,0.00737705488180027,not important,not important,not important,not important,not important,not important
X5012,6e-6,1.833333333333333e-5,4.333333333333334e-5,9.333333333333333e-6,0,1.127830502830503e-5,0.0011025376845376844,not important,not important,not important,not important,not important,not important
X5016,8.666666666666666e-6,-6.5e-5,2.2e-4,0,4.466666666666667e-5,3.7806292177035214e-5,0.004798543512249703,not important,not important,not important,not important,not important,not important
X5019,1.3333333333333335e-5,2.4e-5,1.4e-5,1.633333333333333e-5,0,1.7313025210084036e-5,0.0014609733730321967,not important,not important,not important,not important,not important,not important
X5022,3.7333333333333324e-5,-2.02e-4,2.09e-4,5.166666666666665e-5,2.0133333333333334e-4,6.180501034912799e-5,0.010150474355997216,not important,not important,not important,not important,not important,not important
X5024,1.8571428571428573e-6,3.5e-5,3.333333333333333e-5,-1.6666666666666675e-6,-1.2e-5,1.4807153630683042e-5,0.0016245792385259667,not important,not important,not important,not important,not important,not important
X5039,0,-3.071428571428571e-5,1.1666666666666668e-5,-1.3333333333333335e-5,5e-5,6.327838827838828e-6,0.0015053054723054723,not important,not important,not important,not important,not important,not important
X5040,1.6666666666666667e-5,1.4166666666666665e-4,1.6999999999999996e-5,-2.6238095238095237e-5,1.7666666666666665e-5,3.037027712569508e-5,0.0027011597758966176,not important,not important,not important,not important,not important,not important
X5041,2.766666666666666e-4,1.0666666666666668e-4,5.533333333333332e-5,4.233333333333334e-5,6.4e-5,1.1979737934923694e-4,0.008124626994865235,not important,not important,not important,not important,not important,not important
X5043,1.0033333333333334e-4,1.02e-4,7.3e-5,1.77e-4,7.32e-4,2.1449625443356095e-4,0.009215877346447006,not important,not important,not important,not important,not important,not important
X5046,2.7019047619047617e-4,-5.699999999999999e-5,2.5333333333333327e-5,3.4666666666666665e-5,7.666666666666667e-5,8.39172195193867e-5,0.012974230569322226,not important,not important,not important,not important,not important,not important
X5056,1.2133333333333333e-4,-5.666666666666667e-5,8.399999999999998e-5,4.333333333333333e-5,1.6066666666666662e-4,8.036580610651817e-5,0.004404599428352055,not important,not important,not important,not important,not important,not important
X5057,5.4333333333333324e-5,6.666666666666665e-7,5.333333333333333e-5,3.733333333333334e-5,6.833333333333333e-5,4.562892336421747e-5,0.0033488699149595105,not important,not important,not important,not important,not important,not important
X5059,1.5e-5,1.8999999999999998e-5,8.266666666666668e-5,-2.166666666666667e-5,8.633333333333332e-5,3.693962410138881e-5,0.0028733862062892876,not important,not important,not important,not important,not important,not important
X5061,5.153333333333331e-4,3.753333333333333e-4,3.2400000000000007e-4,0.00143,4.3357142857142856e-4,5.85961687349458e-4,0.021621857493866515,not important,not important,not important,not important,not important,not important
X5064,6.666666666666667e-6,-5e-6,2.5e-5,0,0,7.76918257181415e-6,9.155608835608836e-4,not important,not important,not important,not important,not important,not important
X5065,-6.666666666666667e-6,-1.6666666666666664e-5,-1.5476190476190473e-5,2.666666666666666e-6,0,-8.77292968469439e-6,0.0011521567163960674,not important,not important,not important,not important,not important,not important
X5066,3.966666666666667e-5,-1.933333333333333e-5,-2.166666666666667e-5,1.8999999999999998e-5,0,7.94859552212493e-6,0.0011672757710126135,not important,not important,not important,not important,not important,not important
X5068,1e-5,-5.833333333333334e-5,9.900000000000002e-5,-1.6666666666666652e-6,3.2999999999999996e-5,1.7979375199963433e-5,0.005172937009236201,not important,not important,not important,not important,not important,not important
X5069,-1.6666666666666662e-6,4.166666666666666e-5,1e-5,-1.8999999999999998e-5,0,5.892591069061658e-6,0.001387526337273366,not important,not important,not important,not important,not important,not important
X5070,-5e-6,3e-5,-1.6666666666666652e-6,5e-6,1.8e-5,1.3620573870573869e-5,8.176769896769898e-4,not important,not important,not important,not important,not important,not important
X5071,6.1e-5,6.266666666666668e-5,1.8966666666666662e-4,1.5866666666666666e-4,4.596666666666667e-4,1.913055294378823e-4,0.009119089797829171,not important,not important,not important,not important,not important,not important
X5074,9.666666666666667e-6,2.5e-4,1.7533333333333336e-4,3.3200000000000005e-4,2.59e-4,2.1066917714208732e-4,0.008402229131162895,not important,not important,not important,not important,not important,not important
X5077,6.666666666666667e-6,-3.3333333333333337e-6,-6.666666666666667e-6,0,0,-6.140350877192982e-7,4.1839926739926746e-4,not important,not important,not important,not important,not important,not important
X5078,2.538571428571429e-4,5.963333333333333e-4,7.113333333333331e-4,2.203333333333333e-4,3.6166666666666655e-4,4.3900293042011294e-4,0.019039027745535533,not important,not important,not important,not important,not important,not important
X5080,1.5666666666666663e-5,-9.466666666666667e-5,1.7166666666666667e-4,2.033333333333333e-5,7.533333333333333e-5,3.197214094814714e-5,0.003942267536742281,not important,not important,not important,not important,not important,not important
X5081,2.0666666666666663e-5,2.6000000000000002e-5,2e-5,4e-6,0,1.3320429570429571e-5,0.001110617604617605,not important,not important,not important,not important,not important,not important
X5082,6.333333333333334e-6,8.1666666666666655e-005,1.6666666666666664e-5,2.5e-5,8.999999999999999e-6,2.4694369356134058e-5,0.0020250118498429193,not important,not important,not important,not important,not important,not important
X5084,7.076666666666663e-4,4.74e-4,3.8333333333333334e-4,0.0017056666666666665,5.251904761904763e-4,7.156844185226538e-4,0.023595633192804662,not important,not important,not important,not important,not important,not important
X5086,0,-1.6666666666666662e-6,-1.2e-5,-1.2e-5,3.1e-5,1.0761689291101062e-6,7.371384432560902e-4,not important,not important,not important,not important,not important,not important
X5090,5.64333333333333e-4,5.193333333333332e-4,5.763333333333332e-4,0.0021353333333333346,4.468571428571428e-4,7.954461691559216e-4,0.04000720549896206,not important,important,not important,not important,not important,not important
X5094,7.000000000000002e-6,6.933333333333332e-5,-3.685714285714286e-5,2.0366666666666667e-4,6.38095238095238e-6,4.893376351890284e-5,0.004211123840843764,not important,not important,not important,not important,not important,not important
X5095,3.7999999999999995e-5,1.1e-4,4.066666666666666e-5,6.833333333333333e-5,3.8566666666666654e-4,1.4175458811913923e-4,0.006864195558980912,not important,not important,not important,not important,not important,not important
X5100,3.7699999999999995e-4,5.199999999999999e-5,1.6166666666666665e-4,7.063333333333332e-4,2.0685714285714288e-4,2.9727336182908934e-4,0.012581430101380839,not important,not important,not important,not important,not important,not important
X5102,-3.8095238095238094e-6,4.666666666666667e-5,4.8e-5,9e-6,1.6666666666666664e-5,2.360518892871834e-5,0.0035103944388944386,not important,not important,not important,not important,not important,not important
X5107,8.333333333333332e-6,1.9333333333333333e-5,5.333333333333333e-5,3.2999999999999996e-5,-5e-6,1.849454467101526e-5,0.0014869361882000954,not important,not important,not important,not important,not important,not important
X5109,3.266666666666666e-5,7.633333333333332e-5,4.166666666666667e-5,-3.3333333333333333e-6,0,2.610755910755911e-5,0.001525240537240537,not important,not important,not important,not important,not important,not important
X5110,1.1666666666666665e-5,0,5e-6,3e-5,0,1.146583035127927e-5,8.743317793317793e-4,not important,not important,not important,not important,not important,not important
X5116,0,-1.1666666666666665e-5,1e-5,0,0,0,3.3741125541125543e-4,not important,not important,not important,not important,not important,not important
X5117,2.7133333333333333e-4,1.83e-4,1.4e-5,1.0666666666666667e-5,4.966666666666667e-5,1.1299050459344578e-4,0.005779935142272461,not important,not important,not important,not important,not important,not important
X5118,1.2199999999999997e-4,9.73333333333333e-5,1.3033333333333332e-4,1.67e-4,9.410000000000001e-4,2.850509278303395e-4,0.012861195385803612,not important,not important,not important,not important,not important,not important
X5119,8.633333333333332e-5,4.466666666666667e-5,2.333333333333333e-5,1.0666666666666667e-5,2.6666666666666667e-5,4.272010909627008e-5,0.002718297918395807,not important,not important,not important,not important,not important,not important
X5120,4.399999999999999e-5,2.2204460492503133e-21,-5.166666666666666e-5,-3.142857142857143e-6,2.1666666666666664e-5,8.605909570305857e-6,0.001357438727938728,not important,not important,not important,not important,not important,not important
X5121,3.2e-5,-4.433333333333334e-5,2.166666666666667e-5,5.166666666666666e-5,1.1633333333333333e-4,4.310404215667374e-5,0.0024804397514978207,not important,not important,not important,not important,not important,not important
X5126,1.7333333333333332e-5,3.9999999999999996e-005,2.5e-5,-2.666666666666666e-6,2.8e-5,1.7938375350140055e-5,0.0013187150587210558,not important,not important,not important,not important,not important,not important
X5127,-5.733333333333334e-5,1.9933333333333334e-4,1.49e-4,4.84e-4,8.666666666666666e-6,1.4764742404138687e-4,0.006625917404092487,not important,not important,not important,not important,not important,not important
X5129,-5e-6,2.6666666666666667e-5,4e-6,2.966666666666667e-5,-2e-5,1.2624542124542125e-5,0.001319316880775299,not important,not important,not important,not important,not important,not important
X5130,0,0,0,0,0,0,5.428571428571429e-5,not important,not important,not important,not important,not important,not important
X5137,-5.333333333333335e-6,-1.6799999999999996e-4,7.185714285714286e-5,5.1333333333333325e-5,-5e-6,-1.817959817959818e-6,0.004540203691505927,not important,not important,not important,not important,not important,not important
X5138,2.8333333333333332e-5,-1.0066666666666667e-4,6.333333333333333e-5,6.252380952380953e-5,1.6933333333333335e-4,5.1179276949400796e-5,0.005161344406633325,not important,not important,not important,not important,not important,not important
X5145,3.493333333333333e-4,0.0020499999999999993,0.0020466666666666663,7.833333333333334e-5,1.7866666666666668e-4,9.460896569890398e-4,0.05210688981916963,not important,not important,not important,not important,not important,not important
X5150,-1e-5,-1.1666666666666665e-5,1.2e-5,-4e-6,6.666666666666667e-6,-3.852941176470588e-6,4.8644777444777445e-4,not important,not important,not important,not important,not important,not important
X5154,-4e-6,-2.5666666666666663e-5,2e-5,2e-5,0,4.826384399913811e-6,0.00107081792254932,not important,not important,not important,not important,not important,not important
X5158,1.293333333333333e-4,3.3233333333333335e-4,1.6866666666666663e-4,6.656666666666666e-4,4.0166666666666665e-4,3.3791088632729484e-4,0.013364613020487066,not important,not important,not important,not important,not important,not important
X5163,-5.333333333333334e-6,-3e-5,-7.666666666666666e-6,7.333333333333334e-6,0,-1.125597647966069e-5,0.002662148142191485,not important,not important,not important,not important,not important,not important
X5164,1e-5,-6.666666666666667e-6,5e-6,-7.333333333333333e-6,-5e-6,-7.155067155067157e-7,7.585387945387946e-4,not important,not important,not important,not important,not important,not important
X5167,1.7633333333333333e-4,5.566666666666667e-5,9.399999999999998e-5,2.0600000000000002e-4,6.753333333333333e-4,2.4357678956750164e-4,0.01023792197416343,not important,not important,not important,not important,not important,not important
